N,M,k,smart,sat,restarts,conflicts,decisions,conflict_literals,propagations,cpu_time,clauses,variables,timeout
3,10,4,False,True,1,0,1,0,81,0.0,97,81,False
5,12,2,True,True,1,26,65,495,3070,0.0,3759,625,False
9,656,1,False,True,1,0,1,0,6561,0.008,2809,6561,False
3,21,2,True,True,1,0,1,0,81,0.0,26,81,False
8,51,3,True,,,,,,,,,,True
5,87,0,True,True,1,0,1,0,625,0.0,489,625,False
6,64,0,True,True,1,0,1,0,1296,0.0,4785,1296,False
9,364,2,True,True,1,0,1,0,6561,0.004,19678,6561,False
7,137,3,True,True,1,0,1,0,2401,0.0,7376,2401,False
6,151,0,False,True,1,0,1,0,1296,0.0,1253,1296,False
6,108,1,False,True,1,0,1,0,1296,0.0,2590,1296,False
3,16,1,False,True,1,0,1,0,81,0.0,57,81,False
5,62,1,True,True,1,0,1,0,625,0.0,976,625,False
9,656,3,False,True,1,0,1,0,6561,0.008,2810,6561,False
4,6,4,True,True,1,1,7,2,312,0.0,1202,256,False
7,308,0,True,True,1,0,1,0,2401,0.0,824,2401,False
9,364,1,True,True,1,0,1,0,6561,0.008,19491,6561,False
7,171,4,False,True,1,0,1,0,2401,0.0,5575,2401,False
5,37,4,False,True,1,0,1,0,625,0.0,1908,625,False
5,25,1,False,True,1,0,1,0,625,0.0,2497,625,False
8,409,1,True,True,1,0,1,0,4096,0.0,3313,4096,False
4,38,0,True,True,1,0,1,0,256,0.0,219,256,False
5,12,3,True,True,1,2,26,14,785,0.0,3788,625,False
5,112,0,False,True,1,0,1,0,625,0.0,145,625,False
5,100,3,True,True,1,0,1,0,625,0.0,307,625,False
6,129,3,True,True,1,0,1,0,1296,0.0,1839,1296,False
6,64,0,False,True,1,0,1,0,1296,0.0,4785,1296,False
8,460,3,False,True,1,0,1,0,4096,0.004,1573,4096,False
4,12,1,False,True,1,0,2,0,256,0.0,851,256,False
9,364,0,True,True,1,0,1,0,6561,0.004,19852,6561,False
7,68,2,True,True,1,26,48,290,4714,0.0,15072,2401,False
8,204,2,False,True,1,0,1,0,4096,0.004,14918,4096,False
3,10,4,True,True,1,0,1,0,81,0.0,97,81,False
6,108,4,False,True,1,0,1,0,1296,0.0,2437,1296,False
9,72,3,True,,,,,,,,,,True
3,24,2,False,True,1,0,1,0,81,0.0,15,81,False
7,240,2,False,True,1,0,1,0,2401,0.0,2783,2401,False
3,18,0,False,True,1,0,1,0,81,0.0,45,81,False
6,172,3,False,True,1,0,1,0,1296,0.0,780,1296,False
7,240,3,False,True,1,0,1,0,2401,0.0,2666,2401,False
7,34,3,False,,,,,,,,,,True
8,307,2,True,True,1,0,1,0,4096,0.0,7730,4096,False
8,51,4,False,,,,,,,,,,True
7,308,3,True,True,1,0,1,0,2401,0.0,821,2401,False
3,13,0,False,True,1,0,1,0,81,0.0,79,81,False
9,437,4,True,True,1,0,1,0,6561,0.004,14026,6561,False
9,510,1,True,True,1,0,1,0,6561,0.004,9859,6561,False
9,218,3,False,True,1,0,1,0,6561,0.012,37123,6561,False
9,145,4,False,,,,,,,,,,True
4,25,4,True,True,1,0,1,0,256,0.0,427,256,False
9,291,2,False,True,1,0,1,0,6561,0.008,27091,6561,False
8,204,4,False,True,1,0,2,0,4096,0.004,15011,4096,False
9,218,2,False,True,1,0,1,0,6561,0.012,37494,6561,False
4,6,2,True,True,1,8,15,25,660,0.0,1185,256,False
6,151,4,True,True,1,0,1,0,1296,0.0,1214,1296,False
4,19,1,False,True,1,0,1,0,256,0.0,617,256,False
8,102,2,True,True,23,4491,9225,126031,783018,0.104,29637,4096,False
9,364,1,False,True,1,0,1,0,6561,0.008,19491,6561,False
4,19,2,False,True,1,0,1,0,256,0.0,561,256,False
5,50,1,False,True,1,0,1,0,625,0.0,1302,625,False
7,102,0,True,True,1,0,1,0,2401,0.0,10184,2401,False
8,358,0,True,True,1,0,1,0,4096,0.0,5217,4096,False
8,102,2,False,True,23,4491,9226,126031,783018,0.108,44475,4096,False
8,409,0,True,True,1,0,1,0,4096,0.0,3351,4096,False
7,205,1,True,True,1,0,1,0,2401,0.0,4009,2401,False
3,24,0,False,True,1,0,1,0,81,0.0,12,81,False
7,274,1,True,True,1,0,1,0,2401,0.0,1720,2401,False
7,68,0,True,True,1,38,67,276,7695,0.004,15006,2401,False
3,18,4,False,True,1,0,1,0,81,0.0,38,81,False
8,307,1,True,True,1,0,1,0,4096,0.004,7670,4096,False
9,656,2,True,True,1,0,1,0,6561,0.004,2820,6561,False
6,108,1,True,True,1,0,1,0,1296,0.0,2590,1296,False
7,171,1,True,True,1,0,1,0,2401,0.0,5596,2401,False
6,64,1,False,True,1,0,1,0,1296,0.0,4626,1296,False
8,204,3,True,True,1,0,1,0,4096,0.004,15386,4096,False
4,32,4,False,True,1,0,1,0,256,0.0,330,256,False
8,409,3,False,True,1,0,1,0,4096,0.004,3509,4096,False
6,21,3,True,True,140,46817,69692,1852853,6575350,1.452,9523,1296,False
9,583,2,False,True,1,0,1,0,6561,0.008,6165,6561,False
8,204,4,True,True,1,0,2,0,4096,0.004,14971,4096,False
5,25,2,True,True,1,0,1,0,625,0.0,2380,625,False
7,68,4,False,True,1,5,14,18,2865,0.004,19750,2401,False
4,38,0,False,True,1,0,1,0,256,0.0,219,256,False
4,25,3,False,True,1,0,1,0,256,0.0,426,256,False
5,50,4,False,True,1,0,1,0,625,0.0,1301,625,False
8,102,4,True,True,18,3601,6321,84489,560280,0.064,29679,4096,False
4,12,3,True,True,1,0,3,0,256,0.0,918,256,False
9,145,1,True,,,,,,,,,,True
3,16,2,True,True,1,0,1,0,81,0.0,55,81,False
3,10,1,True,True,1,0,1,0,81,0.0,96,81,False
7,274,3,False,True,1,0,1,0,2401,0.0,1705,2401,False
9,291,1,False,True,1,0,1,0,6561,0.008,26595,6561,False
9,218,4,False,True,1,0,1,0,6561,0.012,37185,6561,False
4,12,4,False,True,1,0,2,0,256,0.0,881,256,False
4,38,3,False,True,1,0,1,0,256,0.0,218,256,False
9,72,2,False,,,,,,,,,,True
3,8,4,True,True,1,0,1,0,81,0.0,133,81,False
5,100,0,True,True,1,0,1,0,625,0.0,306,625,False
6,43,2,False,True,1,4,18,8,1685,0.0,9611,1296,False
5,112,0,True,True,1,0,1,0,625,0.0,145,625,False
3,24,1,False,True,1,0,1,0,81,0.0,12,81,False
9,72,4,False,,,,,,,,,,True
3,8,2,True,True,1,0,1,0,81,0.0,127,81,False
4,44,4,False,True,1,0,1,0,256,0.0,174,256,False
3,10,0,False,True,1,0,1,0,81,0.0,104,81,False
9,145,2,False,,,,,,,,,,True
3,8,1,True,True,1,0,1,0,81,0.0,115,81,False
9,291,1,True,True,1,0,1,0,6561,0.004,26595,6561,False
5,50,2,True,True,1,0,1,0,625,0.0,1314,625,False
3,2,3,True,True,1,0,4,0,81,0.0,282,81,False
5,75,4,False,True,1,0,1,0,625,0.0,724,625,False
5,25,2,False,True,1,0,1,0,625,0.0,2380,625,False
9,583,3,False,True,1,0,1,0,6561,0.004,6032,6561,False
6,172,4,True,True,1,0,1,0,1296,0.0,822,1296,False
8,204,0,True,True,1,0,1,0,4096,0.004,14886,4096,False
9,656,2,False,True,1,0,1,0,6561,0.008,2820,6561,False
5,75,3,True,True,1,0,1,0,625,0.0,802,625,False
9,656,0,True,True,1,0,1,0,6561,0.004,2873,6561,False
9,145,3,True,,,,,,,,,,True
6,86,2,False,True,1,0,1,0,1296,0.0,3436,1296,False
8,256,2,True,True,1,0,1,0,4096,0.004,10740,4096,False
4,25,2,True,True,1,0,1,0,256,0.0,443,256,False
3,2,0,True,True,1,0,2,0,81,0.0,281,81,False
9,510,3,True,True,1,0,1,0,6561,0.004,9702,6561,False
6,86,4,False,True,1,0,1,0,1296,0.0,3315,1296,False
6,194,1,False,True,1,0,1,0,1296,0.0,374,1296,False
8,307,3,False,True,1,0,1,0,4096,0.008,7702,4096,False
3,21,0,True,True,1,0,1,0,81,0.0,27,81,False
5,75,0,False,True,1,0,1,0,625,0.0,724,625,False
3,5,2,False,True,1,0,1,0,81,0.0,180,81,False
3,18,1,False,True,1,0,1,0,81,0.0,41,81,False
3,8,2,False,True,1,0,1,0,81,0.0,127,81,False
8,256,3,False,True,1,0,1,0,4096,0.004,10892,4096,False
7,205,2,False,True,1,0,1,0,2401,0.0,3956,2401,False
9,510,0,False,True,1,0,1,0,6561,0.008,9632,6561,False
8,51,0,False,,,,,,,,,,True
5,50,2,False,True,1,0,1,0,625,0.0,1314,625,False
3,5,3,False,True,1,0,1,0,81,0.0,199,81,False
3,8,1,False,True,1,0,1,0,81,0.0,115,81,False
3,16,3,False,True,1,0,1,0,81,0.0,51,81,False
7,205,0,False,True,1,0,1,0,2401,0.0,3942,2401,False
7,274,2,False,True,1,0,1,0,2401,0.0,1734,2401,False
8,460,1,True,True,1,0,1,0,4096,0.0,1553,4096,False
6,172,3,True,True,1,0,1,0,1296,0.0,780,1296,False
4,25,0,False,True,1,0,1,0,256,0.0,457,256,False
6,129,1,True,True,1,0,1,0,1296,0.0,1826,1296,False
7,34,4,False,,,,,,,,,,True
3,8,3,False,True,1,0,1,0,81,0.0,119,81,False
7,205,4,True,True,1,0,1,0,2401,0.0,3907,2401,False
9,72,4,True,,,,,,,,,,True
5,37,0,True,True,1,0,1,0,625,0.0,1784,625,False
4,12,0,True,True,1,0,3,0,256,0.0,773,256,False
8,358,3,True,True,1,0,1,0,4096,0.0,5395,4096,False
9,218,0,True,True,1,6,12,25,7877,0.008,38464,6561,False
7,308,1,False,True,1,0,1,0,2401,0.0,822,2401,False
9,145,4,True,,,,,,,,,,True
5,37,1,False,True,1,0,1,0,625,0.0,1825,625,False
3,21,0,False,True,1,0,1,0,81,0.0,27,81,False
8,358,1,False,True,1,0,1,0,4096,0.004,5329,4096,False
9,145,1,False,,,,,,,,,,True
7,68,0,False,True,1,38,67,276,7695,0.004,20945,2401,False
4,38,4,True,True,1,0,1,0,256,0.0,234,256,False
3,2,2,False,True,1,1,5,2,131,0.0,496,81,False
3,21,4,False,True,1,0,1,0,81,0.0,27,81,False
3,2,0,False,True,1,0,2,0,81,0.0,516,81,False
5,62,4,False,True,1,0,1,0,625,0.0,1026,625,False
5,37,4,True,True,1,0,1,0,625,0.0,1908,625,False
6,21,4,True,True,255,94339,146832,4291257,13097395,3.12,9649,1296,False
5,75,3,False,True,1,0,1,0,625,0.0,802,625,False
4,32,0,False,True,1,0,1,0,256,0.0,315,256,False
8,204,2,True,True,1,0,1,0,4096,0.004,14918,4096,False
5,12,4,False,True,1,1,17,4,650,0.0,6643,625,False
4,25,3,True,True,1,0,1,0,256,0.0,426,256,False
7,205,0,True,True,1,0,1,0,2401,0.0,3942,2401,False
8,256,2,False,True,1,0,1,0,4096,0.004,10740,4096,False
9,72,0,False,,,,,,,,,,True
3,10,3,False,True,1,0,1,0,81,0.0,101,81,False
4,57,1,False,True,1,0,1,0,256,0.0,49,256,False
7,68,4,True,True,1,5,14,18,2865,0.0,14744,2401,False
7,205,1,False,True,1,0,1,0,2401,0.0,4009,2401,False
3,24,3,True,True,1,0,1,0,81,0.0,12,81,False
7,308,4,True,True,1,0,1,0,2401,0.0,804,2401,False
6,43,4,False,True,1,0,3,0,1296,0.0,6434,1296,False
7,34,2,True,,,,,,,,,,True
3,2,1,True,True,1,0,4,0,81,0.0,283,81,False
3,16,0,False,True,1,0,1,0,81,0.0,58,81,False
4,25,0,True,True,1,0,1,0,256,0.0,457,256,False
5,25,0,False,True,1,0,1,0,625,0.0,2420,625,False
8,153,4,False,True,1,0,2,0,4096,0.008,19624,4096,False
7,171,4,True,True,1,0,1,0,2401,0.0,5575,2401,False
5,87,1,False,True,1,0,1,0,625,0.0,506,625,False
6,64,3,False,True,1,0,5,0,1296,0.0,4955,1296,False
4,32,3,True,True,1,0,1,0,256,0.0,351,256,False
4,44,4,True,True,1,0,1,0,256,0.0,174,256,False
5,100,0,False,True,1,0,1,0,625,0.0,306,625,False
9,218,1,False,True,1,0,1,0,6561,0.012,36935,6561,False
6,21,2,True,True,112,30862,50551,1304770,4288349,0.96,9425,1296,False
8,409,4,False,True,1,0,1,0,4096,0.004,3370,4096,False
7,205,4,False,True,1,0,1,0,2401,0.0,3907,2401,False
3,16,1,True,True,1,0,1,0,81,0.0,57,81,False
5,37,3,False,True,1,0,1,0,625,0.0,1801,625,False
4,51,2,False,True,1,0,1,0,256,0.0,102,256,False
4,25,4,False,True,1,0,1,0,256,0.0,427,256,False
4,6,1,True,True,1,0,6,0,256,0.0,1135,256,False
4,19,1,True,True,1,0,1,0,256,0.0,617,256,False
6,129,4,False,True,1,0,1,0,1296,0.0,1837,1296,False
5,50,4,True,True,1,0,1,0,625,0.0,1301,625,False
8,51,2,False,,,,,,,,,,True
9,291,2,True,True,1,0,1,0,6561,0.004,27091,6561,False
6,151,1,True,True,1,0,1,0,1296,0.0,1211,1296,False
8,358,0,False,True,1,0,1,0,4096,0.004,5217,4096,False
8,102,4,False,True,24,4621,8454,109594,708462,0.1,44263,4096,False
4,44,2,False,True,1,0,1,0,256,0.0,161,256,False
5,87,3,True,True,1,0,1,0,625,0.0,495,625,False
4,32,2,False,True,1,0,1,0,256,0.0,309,256,False
6,86,4,True,True,1,0,1,0,1296,0.0,3315,1296,False
9,437,2,True,True,1,0,1,0,6561,0.004,13902,6561,False
4,32,1,False,True,1,0,1,0,256,0.0,340,256,False
5,50,0,False,True,1,0,1,0,625,0.0,1309,625,False
3,5,1,True,True,1,0,1,0,81,0.0,169,81,False
8,51,1,False,,,,,,,,,,True
5,75,1,False,True,1,0,1,0,625,0.0,676,625,False
5,100,4,False,True,1,0,1,0,625,0.0,293,625,False
6,86,0,False,True,1,0,1,0,1296,0.0,3348,1296,False
5,62,0,True,True,1,0,1,0,625,0.0,970,625,False
3,8,4,False,True,1,0,1,0,81,0.0,133,81,False
6,86,1,True,True,1,0,1,0,1296,0.0,3282,1296,False
4,51,3,False,True,1,0,1,0,256,0.0,104,256,False
6,129,2,False,True,1,0,1,0,1296,0.0,1848,1296,False
6,21,1,True,True,127,43241,68502,1769699,6028925,1.252,9501,1296,False
8,256,4,True,True,1,0,1,0,4096,0.004,11111,4096,False
7,171,3,True,True,1,0,1,0,2401,0.0,5340,2401,False
6,129,0,False,True,1,0,1,0,1296,0.0,1785,1296,False
8,358,4,False,True,1,0,1,0,4096,0.004,5333,4096,False
8,307,0,False,True,1,0,1,0,4096,0.004,7826,4096,False
4,6,3,False,True,1,4,11,40,501,0.0,2163,256,False
7,274,3,True,True,1,0,1,0,2401,0.0,1705,2401,False
5,75,0,True,True,1,0,1,0,625,0.0,724,625,False
8,153,4,True,True,1,0,2,0,4096,0.004,19584,4096,False
9,510,4,False,True,1,0,1,0,6561,0.008,9581,6561,False
8,204,3,False,True,1,0,1,0,4096,0.008,15386,4096,False
8,153,2,False,True,1,0,1,0,4096,0.008,19819,4096,False
8,256,3,True,True,1,0,1,0,4096,0.004,10892,4096,False
5,87,2,False,True,1,0,1,0,625,0.0,485,625,False
6,129,0,True,True,1,0,1,0,1296,0.0,1785,1296,False
9,291,3,True,True,1,0,1,0,6561,0.004,26767,6561,False
3,18,0,True,True,1,0,1,0,81,0.0,45,81,False
6,86,3,True,True,1,0,1,0,1296,0.0,3552,1296,False
4,57,0,True,True,1,0,1,0,256,0.0,51,256,False
4,12,2,True,True,1,1,8,1,320,0.0,838,256,False
8,153,1,False,True,1,0,1,0,4096,0.008,20344,4096,False
5,87,4,False,True,1,0,1,0,625,0.0,508,625,False
5,50,3,True,True,1,0,1,0,625,0.0,1370,625,False
7,274,0,True,True,1,0,1,0,2401,0.0,1704,2401,False
4,38,2,False,True,1,0,1,0,256,0.0,232,256,False
6,194,2,False,True,1,0,1,0,1296,0.0,356,1296,False
3,10,2,True,True,1,0,1,0,81,0.0,106,81,False
4,57,2,False,True,1,0,1,0,256,0.0,51,256,False
8,409,1,False,True,1,0,1,0,4096,0.004,3313,4096,False
7,102,4,True,True,1,0,1,0,2401,0.0,10140,2401,False
5,75,2,False,True,1,0,1,0,625,0.0,692,625,False
9,583,0,False,True,1,0,1,0,6561,0.008,5977,6561,False
5,112,1,False,True,1,0,1,0,625,0.0,147,625,False
6,43,1,False,True,1,21,62,132,3699,0.0,10477,1296,False
6,64,4,False,True,1,0,1,0,1296,0.0,4650,1296,False
4,32,0,True,True,1,0,1,0,256,0.0,315,256,False
7,171,2,True,True,1,0,1,0,2401,0.0,5365,2401,False
6,108,2,True,True,1,0,1,0,1296,0.0,2534,1296,False
5,62,1,False,True,1,0,1,0,625,0.0,976,625,False
6,86,3,False,True,1,0,1,0,1296,0.0,3552,1296,False
4,32,3,False,True,1,0,1,0,256,0.0,351,256,False
8,153,2,True,True,1,0,1,0,4096,0.004,19819,4096,False
9,72,3,False,,,,,,,,,,True
3,10,0,True,True,1,0,1,0,81,0.0,104,81,False
5,75,2,True,True,1,0,1,0,625,0.0,692,625,False
5,25,3,False,True,1,0,1,0,625,0.0,2706,625,False
9,364,4,False,True,1,0,1,0,6561,0.008,20330,6561,False
8,102,0,True,True,7,957,1761,17555,157165,0.016,29304,4096,False
7,308,0,False,True,1,0,1,0,2401,0.0,824,2401,False
4,38,3,True,True,1,0,1,0,256,0.0,218,256,False
6,194,3,False,True,1,0,1,0,1296,0.0,388,1296,False
8,460,4,False,True,1,0,1,0,4096,0.004,1592,4096,False
4,32,2,True,True,1,0,1,0,256,0.0,309,256,False
7,308,4,False,True,1,0,1,0,2401,0.0,804,2401,False
5,75,1,True,True,1,0,1,0,625,0.0,676,625,False
7,137,0,True,True,1,0,1,0,2401,0.0,7666,2401,False
9,72,1,True,,,,,,,,,,True
3,8,3,True,True,1,0,1,0,81,0.0,119,81,False
7,137,1,True,True,1,0,1,0,2401,0.0,7437,2401,False
6,108,3,False,True,1,0,1,0,1296,0.0,2400,1296,False
7,308,1,True,True,1,0,1,0,2401,0.0,822,2401,False
6,172,1,True,True,1,0,1,0,1296,0.0,778,1296,False
5,62,3,True,True,1,0,1,0,625,0.0,1015,625,False
6,64,3,True,True,1,0,5,0,1296,0.0,4795,1296,False
3,10,1,False,True,1,0,1,0,81,0.0,96,81,False
7,102,2,True,True,1,0,1,0,2401,0.0,10145,2401,False
8,256,1,True,True,1,0,1,0,4096,0.0,10650,4096,False
8,153,3,False,True,1,0,2,0,4096,0.004,20570,4096,False
8,204,1,True,True,1,0,1,0,4096,0.004,14831,4096,False
6,172,4,False,True,1,0,1,0,1296,0.0,822,1296,False
4,12,0,False,True,1,0,3,0,256,0.0,853,256,False
5,50,3,False,True,1,0,1,0,625,0.0,1370,625,False
4,12,4,True,True,1,0,2,0,256,0.0,841,256,False
8,153,1,True,True,1,0,1,0,4096,0.004,20344,4096,False
8,51,2,True,,,,,,,,,,True
7,274,4,True,True,1,0,1,0,2401,0.0,1685,2401,False
8,51,3,False,,,,,,,,,,True
4,19,4,True,True,1,0,1,0,256,0.0,561,256,False
7,171,0,True,True,1,0,1,0,2401,0.0,5522,2401,False
7,102,3,True,True,1,0,1,0,2401,0.0,10439,2401,False
4,57,1,True,True,1,0,1,0,256,0.0,49,256,False
7,68,3,False,True,1,47,88,668,8920,0.004,22403,2401,False
6,172,0,True,True,1,0,1,0,1296,0.0,866,1296,False
4,57,4,False,True,1,0,1,0,256,0.0,51,256,False
8,460,3,True,True,1,0,1,0,4096,0.0,1573,4096,False
6,64,2,True,True,1,0,1,0,1296,0.0,4625,1296,False
7,308,2,True,True,1,0,1,0,2401,0.0,802,2401,False
6,194,0,True,True,1,0,1,0,1296,0.0,364,1296,False
6,151,2,True,True,1,0,1,0,1296,0.0,1239,1296,False
9,656,4,True,True,1,0,1,0,6561,0.004,2820,6561,False
7,171,2,False,True,1,0,1,0,2401,0.004,5365,2401,False
8,358,1,True,True,1,0,1,0,4096,0.0,5329,4096,False
6,129,1,False,True,1,0,1,0,1296,0.0,1826,1296,False
6,86,2,True,True,1,0,1,0,1296,0.0,3436,1296,False
6,86,1,False,True,1,0,1,0,1296,0.0,3282,1296,False
5,100,2,True,True,1,0,1,0,625,0.0,288,625,False
5,50,0,True,True,1,0,1,0,625,0.0,1309,625,False
6,151,0,True,True,1,0,1,0,1296,0.0,1253,1296,False
9,218,3,True,True,1,0,1,0,6561,0.008,37123,6561,False
4,25,2,False,True,1,0,1,0,256,0.0,443,256,False
3,18,3,True,True,1,0,1,0,81,0.0,40,81,False
3,24,3,False,True,1,0,1,0,81,0.0,12,81,False
7,171,1,False,True,1,0,1,0,2401,0.004,5596,2401,False
3,18,1,True,True,1,0,1,0,81,0.0,41,81,False
9,218,1,True,True,1,0,1,0,6561,0.008,36935,6561,False
5,12,4,True,True,1,1,17,4,650,0.0,3800,625,False
3,5,1,False,True,1,0,1,0,81,0.0,169,81,False
4,57,0,False,True,1,0,1,0,256,0.0,51,256,False
3,13,3,False,True,1,0,1,0,81,0.0,74,81,False
4,57,3,True,True,1,0,1,0,256,0.0,51,256,False
5,75,4,True,True,1,0,1,0,625,0.0,724,625,False
6,108,2,False,True,1,0,1,0,1296,0.0,2534,1296,False
6,172,1,False,True,1,0,1,0,1296,0.0,778,1296,False
9,218,4,True,True,1,0,1,0,6561,0.008,37185,6561,False
5,12,1,True,True,1,49,72,919,5527,0.0,3771,625,False
7,137,0,False,True,1,0,1,0,2401,0.004,7666,2401,False
9,72,2,True,,,,,,,,,,True
3,2,4,False,True,1,0,3,0,81,0.0,529,81,False
8,307,0,True,True,1,0,1,0,4096,0.004,7826,4096,False
5,62,3,False,True,1,0,1,0,625,0.0,1015,625,False
6,21,1,False,True,255,90081,131379,3793665,13198473,4.508,16610,1296,False
4,25,1,False,True,1,0,1,0,256,0.0,437,256,False
4,19,0,False,True,1,0,1,0,256,0.0,584,256,False
3,10,2,False,True,1,0,1,0,81,0.0,106,81,False
9,218,0,False,True,1,6,12,25,7877,0.012,45781,6561,False
7,137,1,False,True,1,0,1,0,2401,0.004,7437,2401,False
4,32,1,True,True,1,0,1,0,256,0.0,340,256,False
8,409,0,False,True,1,0,1,0,4096,0.004,3351,4096,False
3,21,2,False,True,1,0,1,0,81,0.0,26,81,False
6,194,0,False,True,1,0,1,0,1296,0.0,364,1296,False
4,6,0,True,True,1,0,11,0,256,0.0,1207,256,False
9,510,2,False,True,1,0,1,0,6561,0.008,9877,6561,False
7,34,0,False,,,,,,,,,,True
9,583,4,False,True,1,0,1,0,6561,0.008,5979,6561,False
4,57,2,True,True,1,0,1,0,256,0.0,51,256,False
3,13,4,False,True,1,0,1,0,81,0.0,73,81,False
6,21,2,False,True,318,118944,170059,5413037,18577170,6.508,16607,1296,False
8,102,1,True,True,31,7899,14961,222409,1514477,0.212,29752,4096,False
7,137,2,False,True,1,0,1,0,2401,0.004,7622,2401,False
3,18,2,False,True,1,0,1,0,81,0.0,40,81,False
4,6,4,False,True,1,1,7,2,312,0.0,2117,256,False
8,102,0,False,True,7,1067,1883,20957,202953,0.024,44310,4096,False
6,43,2,True,True,1,4,18,8,1685,0.0,6804,1296,False
9,510,2,True,True,1,0,1,0,6561,0.004,9877,6561,False
8,256,0,False,True,1,0,1,0,4096,0.008,11132,4096,False
6,194,1,True,True,1,0,1,0,1296,0.0,374,1296,False
3,13,1,True,True,1,0,1,0,81,0.0,71,81,False
4,38,1,True,True,1,0,1,0,256,0.0,261,256,False
5,37,2,True,True,1,0,1,0,625,0.0,1865,625,False
6,172,2,True,True,1,0,1,0,1296,0.0,797,1296,False
3,24,1,True,True,1,0,1,0,81,0.0,12,81,False
7,308,2,False,True,1,0,1,0,2401,0.0,802,2401,False
8,460,4,True,True,1,0,1,0,4096,0.0,1592,4096,False
8,460,2,False,True,1,0,1,0,4096,0.004,1606,4096,False
8,102,3,True,True,3,281,546,4269,44170,0.008,29549,4096,False
5,62,4,True,True,1,0,1,0,625,0.0,1026,625,False
7,308,3,False,True,1,0,1,0,2401,0.0,821,2401,False
8,460,0,False,True,1,0,1,0,4096,0.004,1571,4096,False
8,51,4,True,,,,,,,,,,True
6,129,4,True,True,1,0,1,0,1296,0.0,1837,1296,False
5,100,3,False,True,1,0,1,0,625,0.0,307,625,False
9,364,2,False,True,1,0,1,0,6561,0.008,19678,6561,False
6,194,4,True,True,1,0,1,0,1296,0.0,370,1296,False
4,12,3,False,True,1,0,3,0,256,0.0,1236,256,False
9,437,1,False,True,1,0,1,0,6561,0.008,14002,6561,False
7,240,1,False,True,1,0,1,0,2401,0.0,2640,2401,False
4,12,1,True,True,1,0,2,0,256,0.0,811,256,False
9,510,1,False,True,1,0,1,0,6561,0.008,9859,6561,False
6,43,0,True,True,1,2,14,2,1559,0.0,6803,1296,False
5,112,2,False,True,1,0,1,0,625,0.0,157,625,False
6,108,4,True,True,1,0,1,0,1296,0.0,2437,1296,False
6,194,4,False,True,1,0,1,0,1296,0.0,370,1296,False
9,145,2,True,,,,,,,,,,True
6,43,3,False,True,1,3,9,3,1570,0.0,8791,1296,False
4,44,2,True,True,1,0,1,0,256,0.0,161,256,False
4,51,4,True,True,1,0,1,0,256,0.0,100,256,False
7,274,4,False,True,1,0,1,0,2401,0.0,1685,2401,False
5,25,4,True,True,1,0,1,0,625,0.0,2701,625,False
6,108,3,True,True,1,0,1,0,1296,0.0,2400,1296,False
8,102,3,False,True,3,281,546,4269,44170,0.012,44206,4096,False
