N,M,k,smart,sat,restarts,conflicts,decisions,conflict_literals,propagations,cpu_time,clauses,variables,timeout
5,25,4,True,True,1,1,2,1,704,0.0,2692,625,False
6,108,3,True,True,1,0,1,0,1296,0.0,2663,1296,False
8,102,3,False,True,62,15019,25360,391717,2850740,0.532,44211,4096,False
4,51,1,True,True,1,0,1,0,256,0.0,105,256,False
9,291,0,False,True,1,0,1,0,6561,0.004,27520,6561,False
7,137,4,False,True,1,0,1,0,2401,0.004,7174,2401,False
7,137,2,True,True,1,0,1,0,2401,0.0,7584,2401,False
4,19,0,True,True,1,0,1,0,256,0.0,586,256,False
4,25,1,True,True,1,0,1,0,256,0.0,442,256,False
7,240,0,True,True,1,0,1,0,2401,0.0,2698,2401,False
4,51,0,False,True,1,0,1,0,256,0.0,109,256,False
3,24,4,True,True,1,0,1,0,81,0.0,12,81,False
3,18,3,False,True,1,0,1,0,81,0.0,47,81,False
3,2,1,False,True,1,0,2,0,81,0.0,337,81,False
8,102,1,False,True,6,668,1515,13462,106150,0.016,45051,4096,False
3,8,0,False,True,1,0,1,0,81,0.0,123,81,False
4,44,0,True,True,1,0,1,0,256,0.0,163,256,False
5,62,0,False,True,1,0,1,0,625,0.0,944,625,False
4,6,3,True,True,1,2,9,6,313,0.0,1131,256,False
3,18,4,True,True,1,0,1,0,81,0.0,41,81,False
4,19,2,True,True,1,0,2,0,256,0.0,558,256,False
3,13,2,False,True,1,0,1,0,81,0.0,81,81,False
8,51,1,True,,,,,,,,,,True
7,34,1,True,,,,,,,,,,True
5,25,0,True,True,1,0,1,0,625,0.0,2502,625,False
9,291,4,False,True,1,0,1,0,6561,0.012,27271,6561,False
6,194,3,True,True,1,0,1,0,1296,0.0,359,1296,False
9,656,0,False,True,1,0,1,0,6561,0.008,2827,6561,False
7,34,3,True,,,,,,,,,,True
9,583,4,True,True,1,0,1,0,6561,0.004,6046,6561,False
8,256,4,False,True,1,0,1,0,4096,0.004,10840,4096,False
5,12,1,False,True,3,220,346,4724,23844,0.0,6649,625,False
7,240,1,True,True,1,0,1,0,2401,0.0,2798,2401,False
5,12,0,True,True,2,103,172,3277,8954,0.0,3812,625,False
4,44,1,False,True,1,0,1,0,256,0.0,175,256,False
3,5,3,True,True,1,0,1,0,81,0.0,186,81,False
3,10,3,True,True,1,0,1,0,81,0.0,110,81,False
8,358,2,True,True,1,0,1,0,4096,0.0,5252,4096,False
8,358,4,True,True,1,0,1,0,4096,0.0,5354,4096,False
4,44,0,False,True,1,0,1,0,256,0.0,163,256,False
5,62,2,False,True,1,0,1,0,625,0.0,971,625,False
9,510,4,True,True,1,0,1,0,6561,0.004,9731,6561,False
4,6,2,False,True,1,3,22,7,405,0.0,2153,256,False
5,37,0,False,True,1,0,1,0,625,0.0,1875,625,False
4,19,4,False,True,1,0,1,0,256,0.0,564,256,False
4,51,4,False,True,1,0,1,0,256,0.0,96,256,False
6,172,2,False,True,1,0,1,0,1296,0.0,781,1296,False
8,307,1,False,True,1,0,1,0,4096,0.004,7727,4096,False
3,13,3,True,True,1,0,1,0,81,0.0,75,81,False
9,583,0,True,True,1,0,1,0,6561,0.004,5928,6561,False
7,102,1,True,True,1,0,1,0,2401,0.0,10492,2401,False
3,16,3,True,True,1,0,1,0,81,0.0,55,81,False
8,307,4,False,True,1,0,1,0,4096,0.004,7560,4096,False
5,62,2,True,True,1,0,1,0,625,0.0,971,625,False
8,307,4,True,True,1,0,1,0,4096,0.004,7560,4096,False
9,437,0,False,True,1,0,1,0,6561,0.008,14059,6561,False
9,656,3,True,True,1,0,1,0,6561,0.004,2849,6561,False
9,291,3,False,True,1,0,1,0,6561,0.012,27324,6561,False
6,151,2,False,True,1,0,1,0,1296,0.0,1343,1296,False
8,307,2,False,True,1,0,1,0,4096,0.004,7672,4096,False
9,437,0,True,True,1,0,1,0,6561,0.004,14059,6561,False
3,5,0,True,True,1,0,1,0,81,0.0,171,81,False
6,21,0,False,True,158,52075,74232,2158804,8200671,2.344,16665,1296,False
7,68,3,True,True,1,30,82,321,6419,0.004,15534,2401,False
5,12,0,False,True,2,103,172,3277,8954,0.0,6910,625,False
3,16,2,False,True,1,0,1,0,81,0.0,50,81,False
9,583,1,True,True,1,0,1,0,6561,0.004,6001,6561,False
3,24,4,False,True,1,0,1,0,81,0.0,12,81,False
5,12,2,False,True,1,61,95,969,8759,0.0,6419,625,False
3,13,0,True,True,1,0,1,0,81,0.0,105,81,False
7,102,1,False,True,1,0,1,0,2401,0.004,10492,2401,False
7,68,1,True,True,2,124,203,1352,23030,0.004,15215,2401,False
7,34,4,True,,,,,,,,,,True
5,100,1,False,True,1,0,1,0,625,0.0,313,625,False
9,437,3,False,True,1,0,1,0,6561,0.008,14169,6561,False
6,21,3,False,True,74,20874,34010,856312,2722677,0.788,16356,1296,False
4,38,1,False,True,1,0,1,0,256,0.0,250,256,False
6,194,2,True,True,1,0,1,0,1296,0.0,369,1296,False
5,87,4,True,True,1,0,1,0,625,0.0,508,625,False
3,13,1,False,True,1,0,1,0,81,0.0,78,81,False
7,102,2,False,True,1,0,1,0,2401,0.004,9988,2401,False
9,72,0,True,,,,,,,,,,True
9,510,3,False,True,1,0,1,0,6561,0.008,9718,6561,False
5,37,3,True,True,1,0,1,0,625,0.0,1779,625,False
7,205,3,False,True,1,0,1,0,2401,0.0,3887,2401,False
9,364,3,False,True,1,0,1,0,6561,0.008,19905,6561,False
7,240,4,True,True,1,0,1,0,2401,0.0,2785,2401,False
5,50,1,True,True,1,0,1,0,625,0.0,1346,625,False
8,153,0,True,True,1,0,1,0,4096,0.004,20004,4096,False
9,510,0,True,True,1,0,1,0,6561,0.004,9539,6561,False
3,5,2,True,True,1,0,1,0,81,0.0,175,81,False
9,145,0,False,,,,,,,,,,True
7,274,0,False,True,1,0,1,0,2401,0.0,1668,2401,False
6,64,2,False,True,1,0,1,0,1296,0.0,4608,1296,False
7,102,4,False,True,1,0,1,0,2401,0.0,10282,2401,False
4,38,4,False,True,1,0,1,0,256,0.0,245,256,False
4,6,1,False,True,1,0,4,0,256,0.0,1892,256,False
3,16,0,True,True,1,0,1,0,81,0.0,53,81,False
6,86,0,True,True,1,0,1,0,1296,0.0,3469,1296,False
4,51,1,False,True,1,0,1,0,256,0.0,105,256,False
4,44,1,True,True,1,0,1,0,256,0.0,175,256,False
4,19,3,True,True,1,0,1,0,256,0.0,621,256,False
7,68,1,False,True,2,124,203,1352,23030,0.004,22144,2401,False
7,240,0,False,True,1,0,1,0,2401,0.0,2698,2401,False
9,364,3,True,True,1,0,1,0,6561,0.004,19905,6561,False
8,204,0,False,True,1,0,2,0,4096,0.004,14935,4096,False
9,291,0,True,True,1,0,1,0,6561,0.004,27520,6561,False
8,51,0,True,,,,,,,,,,True
3,21,3,False,True,1,0,1,0,81,0.0,27,81,False
5,112,1,True,True,1,0,1,0,625,0.0,147,625,False
6,129,2,True,True,1,0,1,0,1296,0.0,1825,1296,False
7,171,0,False,True,1,0,1,0,2401,0.0,5524,2401,False
3,5,4,True,True,1,0,1,0,81,0.0,185,81,False
8,358,3,False,True,1,0,1,0,4096,0.004,5425,4096,False
8,307,3,True,True,1,0,1,0,4096,0.004,7738,4096,False
3,16,4,False,True,1,0,1,0,81,0.0,50,81,False
6,43,3,True,True,1,1,5,1,1399,0.0,6612,1296,False
5,37,1,True,True,1,0,1,0,625,0.0,1908,625,False
5,87,2,True,True,1,0,1,0,625,0.0,488,625,False
9,291,4,True,True,1,0,1,0,6561,0.008,27271,6561,False
5,25,1,True,True,1,0,1,0,625,0.0,2567,625,False
5,100,1,True,True,1,0,1,0,625,0.0,313,625,False
4,57,3,False,True,1,0,1,0,256,0.0,51,256,False
3,8,0,True,True,1,0,1,0,81,0.0,123,81,False
6,43,0,False,True,1,5,22,14,1601,0.0,9071,1296,False
7,137,4,True,True,1,0,1,0,2401,0.0,7174,2401,False
8,460,0,True,True,1,0,1,0,4096,0.0,1611,4096,False
7,34,1,False,,,,,,,,,,True
9,656,4,False,True,1,0,1,0,6561,0.008,2889,6561,False
3,2,4,True,True,1,0,2,0,81,0.0,254,81,False
4,44,3,True,True,1,0,1,0,256,0.0,162,256,False
7,34,0,True,,,,,,,,,,True
5,100,2,False,True,1,0,1,0,625,0.0,318,625,False
9,437,4,False,True,1,0,1,0,6561,0.008,14298,6561,False
3,21,4,True,True,1,0,1,0,81,0.0,26,81,False
7,171,3,False,True,1,0,1,0,2401,0.0,5833,2401,False
7,205,3,True,True,1,0,1,0,2401,0.0,3887,2401,False
5,12,3,False,True,1,64,90,1586,6042,0.0,6712,625,False
7,137,3,False,True,1,0,1,0,2401,0.004,7550,2401,False
6,43,1,True,True,1,0,5,0,1296,0.0,6779,1296,False
7,205,2,True,True,1,0,1,0,2401,0.0,3958,2401,False
8,409,2,False,True,1,0,1,0,4096,0.004,3301,4096,False
3,5,0,False,True,1,0,1,0,81,0.0,171,81,False
9,583,3,True,True,1,0,1,0,6561,0.004,6004,6561,False
5,25,4,False,True,1,1,2,1,704,0.0,4116,625,False
8,409,2,True,True,1,0,1,0,4096,0.0,3301,4096,False
7,34,2,False,,,,,,,,,,True
6,43,4,True,True,1,3,8,3,1466,0.0,6427,1296,False
4,12,2,False,True,1,0,6,0,256,0.0,1380,256,False
3,13,2,True,True,1,0,1,0,81,0.0,81,81,False
3,24,2,True,True,1,0,1,0,81,0.0,12,81,False
7,102,0,False,True,1,0,1,0,2401,0.004,10687,2401,False
5,87,3,False,True,1,0,1,0,625,0.0,496,625,False
4,44,3,False,True,1,0,1,0,256,0.0,162,256,False
5,87,0,False,True,1,0,1,0,625,0.0,511,625,False
6,108,0,False,True,1,0,1,0,1296,0.0,2510,1296,False
9,72,1,False,,,,,,,,,,True
7,68,2,False,True,1,72,154,518,10612,0.004,22732,2401,False
7,102,3,False,True,1,0,1,0,2401,0.004,10302,2401,False
6,129,3,False,True,1,0,1,0,1296,0.0,1833,1296,False
5,37,2,False,True,1,0,1,0,625,0.0,1781,625,False
9,656,1,True,True,1,0,1,0,6561,0.004,2836,6561,False
5,112,3,False,True,1,0,1,0,625,0.0,151,625,False
7,274,2,True,True,1,0,1,0,2401,0.0,1660,2401,False
3,21,1,True,True,1,0,1,0,81,0.0,26,81,False
8,204,1,False,True,1,0,2,0,4096,0.004,15203,4096,False
4,51,0,True,True,1,0,1,0,256,0.0,109,256,False
3,2,2,True,True,1,0,5,0,81,0.0,277,81,False
6,172,0,False,True,1,0,1,0,1296,0.0,796,1296,False
9,437,3,True,True,1,0,1,0,6561,0.004,14169,6561,False
3,2,3,False,True,1,0,3,0,81,0.0,532,81,False
6,64,1,True,True,1,0,1,0,1296,0.0,4638,1296,False
9,437,1,True,True,1,0,1,0,6561,0.0,14532,6561,False
9,364,4,True,True,1,0,1,0,6561,0.004,19807,6561,False
8,153,0,False,True,1,0,1,0,4096,0.008,20004,4096,False
4,51,3,True,True,1,0,1,0,256,0.0,93,256,False
3,13,4,True,True,1,0,1,0,81,0.0,73,81,False
4,57,4,True,True,1,0,1,0,256,0.0,49,256,False
5,112,4,True,True,1,0,1,0,625,0.0,156,625,False
8,460,1,False,True,1,0,1,0,4096,0.004,1568,4096,False
3,21,3,True,True,1,0,1,0,81,0.0,27,81,False
8,358,2,False,True,1,0,1,0,4096,0.004,5252,4096,False
4,32,4,True,True,1,0,1,0,256,0.0,307,256,False
4,19,3,False,True,1,0,1,0,256,0.0,621,256,False
8,460,2,True,True,1,0,1,0,4096,0.0,1582,4096,False
