N,M,k,smart,sat,restarts,conflicts,decisions,conflict_literals,propagations,cpu_time,clauses,variables,timeout
5,25,1,False,True,1,0,1,0,625,0.0,2561,625,False
14,1097,0,False,True,1,0,1,0,38416,0.124,255837,38416,False
8,409,1,True,True,1,0,1,0,4096,0.0,3342,4096,False
4,38,0,True,True,1,0,1,0,256,0.0,217,256,False
5,12,3,True,True,1,5,22,36,818,0.0,3750,625,False
13,439,1,True,,,,,,,,,,True
15,2700,4,False,True,1,0,1,0,50625,0.1,79405,50625,False
5,112,0,False,True,1,0,1,0,625,0.0,150,625,False
5,100,3,True,True,1,0,1,0,625,0.0,299,625,False
6,129,3,True,True,1,0,1,0,1296,0.0,1867,1296,False
6,64,0,False,True,1,0,1,0,1296,0.0,4480,1296,False
11,798,2,False,True,1,0,1,0,14641,0.028,38852,14641,False
11,532,0,True,True,1,0,1,0,14641,0.02,74303,14641,False
13,1977,1,False,True,1,0,1,0,28561,0.048,18329,28561,False
8,460,3,False,True,1,0,1,0,4096,0.004,1569,4096,False
4,12,1,False,True,1,0,2,0,256,0.0,865,256,False
9,364,0,True,True,1,0,1,0,6561,0.004,19756,6561,False
7,68,2,True,True,1,43,105,507,8557,0.004,15033,2401,False
8,204,2,False,True,1,0,1,0,4096,0.004,14590,4096,False
3,10,4,True,True,1,0,1,0,81,0.0,114,81,False
6,108,4,False,True,1,0,1,0,1296,0.0,2517,1296,False
9,72,3,True,,,,,,,,,,True
3,24,2,False,True,1,0,1,0,81,0.0,12,81,False
15,1687,4,False,True,1,0,1,0,50625,0.12,259479,50625,False
12,864,0,True,True,1,0,1,0,20736,0.024,84026,20736,False
7,240,2,False,True,1,0,1,0,2401,0.0,2806,2401,False
3,18,0,False,True,1,0,1,0,81,0.0,47,81,False
11,1197,1,False,True,1,0,1,0,14641,0.024,7946,14641,False
6,172,3,False,True,1,0,1,0,1296,0.0,799,1296,False
14,823,4,True,,,,,,,,,,True
7,240,3,False,True,1,0,1,0,2401,0.0,2637,2401,False
7,34,3,False,,,,,,,,,,True
8,307,2,True,True,1,0,1,0,4096,0.004,7760,4096,False
15,675,0,False,,,,,,,,,,True
8,51,4,False,,,,,,,,,,True
7,308,3,True,True,1,0,1,0,2401,0.0,806,2401,False
3,13,0,False,True,1,0,1,0,81,0.0,83,81,False
9,437,4,True,True,1,0,1,0,6561,0.004,14086,6561,False
9,510,1,True,True,1,0,1,0,6561,0.004,9962,6561,False
12,345,0,False,,,,,,,,,,True
10,800,4,False,True,1,0,1,0,10000,0.016,10263,10000,False
9,218,3,False,True,1,0,1,0,6561,0.012,38268,6561,False
15,2025,3,True,True,1,0,1,0,50625,0.064,186558,50625,False
9,145,4,False,,,,,,,,,,True
4,25,4,True,True,1,0,1,0,256,0.0,427,256,False
15,2700,4,True,True,1,0,1,0,50625,0.056,79405,50625,False
12,1555,1,True,True,1,0,1,0,20736,0.02,12275,20736,False
12,518,4,False,True,21,3836,7537,72024,680630,0.12,216846,20736,False
9,291,2,False,True,1,0,1,0,6561,0.008,27032,6561,False
8,204,4,False,True,1,0,1,0,4096,0.004,14881,4096,False
9,218,2,False,True,1,0,1,0,6561,0.012,37939,6561,False
4,6,2,True,True,1,2,10,10,376,0.0,1198,256,False
14,823,1,False,,,,,,,,,,True
10,700,2,False,True,1,0,1,0,10000,0.016,16510,10000,False
6,151,4,True,True,1,0,1,0,1296,0.0,1307,1296,False
4,19,1,False,True,1,0,1,0,256,0.0,600,256,False
11,665,1,True,True,1,0,1,0,14641,0.016,54667,14641,False
8,102,2,True,True,97,27526,45369,877765,5082569,1.164,29822,4096,False
15,2362,3,True,True,1,0,1,0,50625,0.06,127795,50625,False
9,364,1,False,True,1,0,1,0,6561,0.008,19795,6561,False
11,1197,0,False,True,1,0,1,0,14641,0.02,7872,14641,False
4,19,2,False,True,1,0,1,0,256,0.0,572,256,False
5,50,1,False,True,1,0,1,0,625,0.0,1300,625,False
7,102,0,True,True,1,0,1,0,2401,0.0,9988,2401,False
8,358,0,True,True,1,0,1,0,4096,0.004,5249,4096,False
8,102,2,False,True,96,27393,44672,831020,5375365,1.428,44708,4096,False
8,409,0,True,True,1,0,1,0,4096,0.0,3480,4096,False
7,205,1,True,True,1,0,1,0,2401,0.0,3971,2401,False
3,24,0,False,True,1,0,1,0,81,0.0,12,81,False
14,1372,2,False,True,1,0,1,0,38416,0.104,186210,38416,False
7,274,1,True,True,1,0,1,0,2401,0.0,1697,2401,False
12,1209,3,True,True,1,0,1,0,20736,0.02,41278,20736,False
7,68,0,True,True,1,28,96,205,6336,0.004,15021,2401,False
3,18,4,False,True,1,0,1,0,81,0.0,42,81,False
8,307,1,True,True,1,0,1,0,4096,0.004,7816,4096,False
14,1097,4,False,True,1,0,1,0,38416,0.116,251029,38416,False
9,656,2,True,True,1,0,1,0,6561,0.004,2777,6561,False
14,1646,0,True,True,1,0,1,0,38416,0.052,133504,38416,False
12,691,2,True,True,1,0,1,0,20736,0.028,114492,20736,False
13,1318,0,True,True,1,0,1,0,28561,0.032,90473,28561,False
6,108,1,True,True,1,0,1,0,1296,0.0,2567,1296,False
7,171,1,True,True,1,0,1,0,2401,0.0,5451,2401,False
6,64,1,False,True,1,0,1,0,1296,0.0,4681,1296,False
8,204,3,True,True,1,0,1,0,4096,0.004,14770,4096,False
13,878,3,False,True,1,0,1,0,28561,0.072,173123,28561,False
4,32,4,False,True,1,0,1,0,256,0.0,328,256,False
8,409,3,False,True,1,0,1,0,4096,0.004,3323,4096,False
6,21,3,True,,,,,,,,,,True
9,583,2,False,True,1,0,1,0,6561,0.008,6113,6561,False
10,200,3,True,,,,,,,,,,True
8,204,4,True,True,1,0,1,0,4096,0.004,14881,4096,False
5,25,2,True,True,1,0,1,0,625,0.0,2612,625,False
7,68,4,False,True,1,17,35,77,3889,0.004,23031,2401,False
14,2469,3,False,True,1,0,1,0,38416,0.076,26333,38416,False
15,337,0,True,,,,,,,,,,True
10,300,4,True,True,1,2,5,3,10249,0.016,65686,10000,False
15,2700,2,True,True,1,0,1,0,50625,0.06,79154,50625,False
4,38,0,False,True,1,0,1,0,256,0.0,217,256,False
4,25,3,False,True,1,0,1,0,256,0.0,429,256,False
5,50,4,False,True,1,0,1,0,625,0.0,1424,625,False
14,1646,3,False,True,1,0,1,0,38416,0.092,132844,38416,False
8,102,4,True,True,59,13248,21887,380826,2429435,0.46,29616,4096,False
4,12,3,True,True,1,0,4,0,256,0.0,869,256,False
15,2362,0,True,True,1,0,1,0,50625,0.056,126482,50625,False
10,200,4,True,,,,,,,,,,True
9,145,1,True,,,,,,,,,,True
13,1318,3,False,True,1,0,1,0,28561,0.068,90604,28561,False
3,16,2,True,True,1,0,1,0,81,0.0,53,81,False
10,300,1,False,True,1,0,1,0,10000,0.016,66147,10000,False
11,1197,2,False,True,1,0,1,0,14641,0.02,7797,14641,False
3,10,1,True,True,1,0,1,0,81,0.0,111,81,False
7,274,3,False,True,1,0,1,0,2401,0.0,1693,2401,False
14,1920,0,False,True,1,0,1,0,38416,0.084,90224,38416,False
9,291,1,False,True,1,0,1,0,6561,0.012,26825,6561,False
9,218,4,False,True,1,0,1,0,6561,0.012,38221,6561,False
4,12,4,False,True,1,0,2,0,256,0.0,873,256,False
4,38,3,False,True,1,0,1,0,256,0.0,238,256,False
14,1646,1,True,True,1,0,1,0,38416,0.048,132489,38416,False
10,500,1,False,True,1,0,2,0,10000,0.016,33601,10000,False
9,72,2,False,,,,,,,,,,True
15,1012,3,False,,,,,,,,,,True
3,8,4,True,True,1,0,1,0,81,0.0,112,81,False
5,100,0,True,True,1,0,1,0,625,0.0,298,625,False
6,43,2,False,True,1,2,12,2,1455,0.0,9120,1296,False
5,112,0,True,True,1,0,1,0,625,0.0,150,625,False
13,219,3,True,,,,,,,,,,True
10,900,2,True,True,1,0,1,0,10000,0.008,4829,10000,False
12,1036,0,False,True,1,0,1,0,20736,0.036,60134,20736,False
3,24,1,False,True,1,0,1,0,81,0.0,12,81,False
9,72,4,False,,,,,,,,,,True
3,8,2,True,True,1,0,1,0,81,0.0,133,81,False
14,1646,3,True,True,1,0,1,0,38416,0.052,132844,38416,False
4,44,4,False,True,1,0,1,0,256,0.0,163,256,False
3,10,0,False,True,1,0,1,0,81,0.0,114,81,False
9,145,2,False,,,,,,,,,,True
12,172,1,True,,,,,,,,,,True
15,1350,2,True,True,1,0,1,0,50625,0.096,354197,50625,False
3,8,1,True,True,1,0,1,0,81,0.0,126,81,False
10,300,0,True,True,1,8,20,31,11400,0.008,65649,10000,False
9,291,1,True,True,1,0,1,0,6561,0.008,26825,6561,False
10,800,2,False,True,1,0,1,0,10000,0.016,10385,10000,False
5,50,2,True,True,1,0,1,0,625,0.0,1243,625,False
3,2,3,True,True,1,0,2,0,81,0.0,254,81,False
5,75,4,False,True,1,0,1,0,625,0.0,732,625,False
15,2025,1,False,True,1,0,1,0,50625,0.12,186875,50625,False
5,25,2,False,True,1,0,1,0,625,0.0,2612,625,False
11,665,3,False,True,1,0,1,0,14641,0.024,54410,14641,False
12,518,1,False,True,15,2635,7400,58770,530291,0.112,213832,20736,False
13,1757,1,False,True,1,0,1,0,28561,0.06,38444,28561,False
12,518,3,False,True,62,14562,29453,386725,2779141,0.416,212324,20736,False
15,3037,3,True,True,1,0,1,0,50625,0.044,37320,50625,False
9,583,3,False,True,1,0,1,0,6561,0.004,6047,6561,False
6,172,4,True,True,1,0,1,0,1296,0.0,786,1296,False
8,204,0,True,True,1,0,1,0,4096,0.004,15139,4096,False
9,656,2,False,True,1,0,1,0,6561,0.008,2777,6561,False
5,75,3,True,True,1,0,1,0,625,0.0,705,625,False
9,656,0,True,True,1,0,1,0,6561,0.004,2799,6561,False
9,145,3,True,,,,,,,,,,True
6,86,2,False,True,1,0,1,0,1296,0.0,3307,1296,False
11,1064,2,True,True,1,0,1,0,14641,0.012,16539,14641,False
8,256,2,True,True,1,0,1,0,4096,0.004,10940,4096,False
14,1097,1,False,True,1,0,1,0,38416,0.116,253914,38416,False
4,25,2,True,True,1,0,1,0,256,0.0,408,256,False
15,2362,1,True,True,1,0,1,0,50625,0.064,127586,50625,False
3,2,0,True,True,1,3,5,6,207,0.0,280,81,False
9,510,3,True,True,1,0,1,0,6561,0.004,9690,6561,False
12,1209,0,True,True,1,0,1,0,20736,0.024,41438,20736,False
6,86,4,False,True,1,0,1,0,1296,0.0,3369,1296,False
6,194,1,False,True,1,0,1,0,1296,0.0,378,1296,False
8,307,3,False,True,1,0,1,0,4096,0.004,7715,4096,False
3,21,0,True,True,1,0,1,0,81,0.0,27,81,False
5,75,0,False,True,1,0,1,0,625,0.0,717,625,False
11,399,3,False,True,2,165,435,2058,37272,0.044,138278,14641,False
3,5,2,False,True,1,0,1,0,81,0.0,177,81,False
13,1757,3,False,True,1,0,1,0,28561,0.068,38286,28561,False
10,700,3,False,True,1,0,1,0,10000,0.012,16513,10000,False
3,18,1,False,True,1,0,1,0,81,0.0,44,81,False
3,8,2,False,True,1,0,1,0,81,0.0,133,81,False
8,256,3,False,True,1,0,1,0,4096,0.004,10769,4096,False
12,1382,3,True,True,1,0,1,0,20736,0.024,25674,20736,False
7,205,2,False,True,1,0,1,0,2401,0.0,4022,2401,False
9,510,0,False,True,1,0,1,0,6561,0.008,9736,6561,False
11,931,0,True,True,1,0,1,0,14641,0.016,27013,14641,False
13,1098,1,False,True,1,0,1,0,28561,0.06,125924,28561,False
15,1350,1,True,True,1,0,1,0,50625,0.092,364235,50625,False
15,2025,2,True,True,1,0,1,0,50625,0.072,187340,50625,False
8,51,0,False,,,,,,,,,,True
11,399,1,False,True,3,281,784,6143,58835,0.044,135437,14641,False
11,399,2,False,True,2,107,376,1055,32248,0.04,135957,14641,False
5,50,2,False,True,1,0,1,0,625,0.0,1243,625,False
13,439,4,True,,,,,,,,,,True
3,5,3,False,True,1,0,1,0,81,0.0,180,81,False
3,8,1,False,True,1,0,1,0,81,0.0,126,81,False
3,16,3,False,True,1,0,1,0,81,0.0,57,81,False
7,205,0,False,True,1,0,1,0,2401,0.0,3960,2401,False
12,1382,3,False,True,1,0,1,0,20736,0.044,25674,20736,False
7,274,2,False,True,1,0,1,0,2401,0.0,1725,2401,False
10,700,3,True,True,1,0,1,0,10000,0.008,16513,10000,False
14,1372,3,True,True,1,0,2,0,38416,0.06,185856,38416,False
12,518,0,True,True,13,1880,4121,36051,390298,0.068,164118,20736,False
8,460,1,True,True,1,0,1,0,4096,0.0,1575,4096,False
6,172,3,True,True,1,0,1,0,1296,0.0,799,1296,False
4,25,0,False,True,1,0,1,0,256,0.0,407,256,False
15,1350,4,True,True,1,0,1,0,50625,0.092,363550,50625,False
6,129,1,True,True,1,0,1,0,1296,0.0,1823,1296,False
15,2700,1,False,True,1,0,1,0,50625,0.108,79535,50625,False
7,34,4,False,,,,,,,,,,True
10,900,4,True,True,1,0,1,0,10000,0.008,4851,10000,False
3,8,3,False,True,1,0,1,0,81,0.0,143,81,False
7,205,4,True,True,1,0,1,0,2401,0.0,3983,2401,False
9,72,4,True,,,,,,,,,,True
12,1555,0,False,True,1,0,1,0,20736,0.036,12100,20736,False
5,37,0,True,True,1,0,1,0,625,0.0,1911,625,False
4,12,0,True,True,1,0,1,0,256,0.0,850,256,False
15,2700,0,False,True,1,0,1,0,50625,0.112,79220,50625,False
8,358,3,True,True,1,0,1,0,4096,0.0,5425,4096,False
13,1318,1,True,True,1,0,1,0,28561,0.036,91031,28561,False
11,133,4,False,,,,,,,,,,True
11,1197,2,True,True,1,0,1,0,14641,0.012,7797,14641,False
9,218,0,True,True,1,4,13,6,7170,0.008,38395,6561,False
10,900,0,False,True,1,0,1,0,10000,0.016,4913,10000,False
12,172,3,False,,,,,,,,,,True
14,2195,4,False,True,1,0,1,0,38416,0.084,56166,38416,False
7,308,1,False,True,1,0,1,0,2401,0.0,806,2401,False
9,145,4,True,,,,,,,,,,True
11,1197,1,True,True,1,0,1,0,14641,0.012,7946,14641,False
5,37,1,False,True,1,0,1,0,625,0.0,1852,625,False
3,21,0,False,True,1,0,1,0,81,0.0,27,81,False
10,700,0,False,True,1,0,1,0,10000,0.012,16602,10000,False
8,358,1,False,True,1,0,1,0,4096,0.004,5287,4096,False
13,1537,3,True,True,1,0,1,0,28561,0.032,62023,28561,False
14,1097,2,True,True,1,0,1,0,38416,0.068,254835,38416,False
9,145,1,False,,,,,,,,,,True
7,68,0,False,True,1,28,96,205,6336,0.004,21744,2401,False
14,1920,3,True,True,1,0,1,0,38416,0.048,90467,38416,False
10,600,3,True,True,1,0,1,0,10000,0.008,23885,10000,False
10,200,2,True,,,,,,,,,,True
14,1372,2,True,True,1,0,1,0,38416,0.056,186210,38416,False
4,38,4,True,True,1,0,1,0,256,0.0,242,256,False
3,2,2,False,True,1,0,2,0,81,0.0,354,81,False
3,21,4,False,True,1,0,1,0,81,0.0,26,81,False
3,2,0,False,True,1,3,5,6,207,0.0,509,81,False
5,62,4,False,True,1,0,1,0,625,0.0,998,625,False
14,1646,4,True,True,1,0,1,0,38416,0.056,130367,38416,False
13,219,1,False,,,,,,,,,,True
5,37,4,True,True,1,0,1,0,625,0.0,1714,625,False
11,266,2,True,,,,,,,,,,True
10,800,4,True,True,1,0,1,0,10000,0.004,10263,10000,False
6,21,4,True,True,22,4253,8373,195251,566279,0.096,9560,1296,False
5,75,3,False,True,1,0,1,0,625,0.0,705,625,False
12,691,3,False,True,1,0,1,0,20736,0.056,116347,20736,False
4,32,0,False,True,1,0,1,0,256,0.0,322,256,False
10,700,2,True,True,1,0,1,0,10000,0.008,16510,10000,False
8,204,2,True,True,1,0,1,0,4096,0.004,14590,4096,False
5,12,4,False,True,1,11,32,171,1457,0.0,6650,625,False
4,25,3,True,True,1,0,1,0,256,0.0,429,256,False
10,800,3,False,True,1,0,1,0,10000,0.016,10281,10000,False
10,100,3,False,,,,,,,,,,True
12,864,2,True,True,1,0,1,0,20736,0.024,84365,20736,False
7,205,0,True,True,1,0,1,0,2401,0.0,3960,2401,False
8,256,2,False,True,1,0,1,0,4096,0.004,10940,4096,False
9,72,0,False,,,,,,,,,,True
3,10,3,False,True,1,0,1,0,81,0.0,101,81,False
13,1757,0,True,True,1,0,1,0,28561,0.032,38480,28561,False
4,57,1,False,True,1,0,1,0,256,0.0,51,256,False
14,1920,3,False,True,1,0,1,0,38416,0.088,90467,38416,False
7,68,4,True,True,1,17,35,77,3889,0.0,15180,2401,False
12,1555,4,True,True,1,0,1,0,20736,0.02,12229,20736,False
7,205,1,False,True,1,0,1,0,2401,0.004,3971,2401,False
3,24,3,True,True,1,0,1,0,81,0.0,12,81,False
7,308,4,True,True,1,0,1,0,2401,0.0,798,2401,False
6,43,4,False,True,1,4,8,6,1623,0.0,8408,1296,False
12,518,2,True,True,15,3166,7090,78289,597797,0.096,164747,20736,False
7,34,2,True,,,,,,,,,,True
14,548,2,True,,,,,,,,,,True
3,2,1,True,True,1,0,3,0,81,0.0,285,81,False
12,1036,4,True,True,1,0,1,0,20736,0.024,60056,20736,False
3,16,0,False,True,1,0,1,0,81,0.0,52,81,False
12,691,2,False,True,1,0,1,0,20736,0.044,114492,20736,False
12,1036,2,True,True,1,0,1,0,20736,0.024,61751,20736,False
4,25,0,True,True,1,0,1,0,256,0.0,407,256,False
13,439,0,False,,,,,,,,,,True
5,25,0,False,True,1,0,1,0,625,0.0,2369,625,False
13,1098,0,False,True,1,0,1,0,28561,0.076,127509,28561,False
8,153,4,False,True,1,0,1,0,4096,0.008,20330,4096,False
14,2195,1,False,True,1,0,1,0,38416,0.076,56425,38416,False
13,1977,3,False,True,1,0,1,0,28561,0.056,18251,28561,False
13,878,1,True,True,1,0,1,0,28561,0.04,173667,28561,False
13,659,4,True,,,,,,,,,,True
7,171,4,True,True,1,0,1,0,2401,0.0,5273,2401,False
5,87,1,False,True,1,0,1,0,625,0.0,569,625,False
6,64,3,False,True,1,0,1,0,1296,0.0,4616,1296,False
13,439,2,True,,,,,,,,,,True
4,32,3,True,True,1,0,1,0,256,0.0,303,256,False
14,1920,4,False,True,1,0,1,0,38416,0.088,90541,38416,False
4,44,4,True,True,1,0,1,0,256,0.0,163,256,False
12,518,1,True,True,15,2887,6842,65341,513046,0.08,166422,20736,False
11,1064,4,False,True,1,0,1,0,14641,0.028,16766,14641,False
5,100,0,False,True,1,0,1,0,625,0.0,298,625,False
9,218,1,False,True,1,0,1,0,6561,0.012,37842,6561,False
10,500,0,True,True,1,0,1,0,10000,0.012,34322,10000,False
14,274,0,True,,,,,,,,,,True
6,21,2,True,,,,,,,,,,True
8,409,4,False,True,1,0,1,0,4096,0.004,3410,4096,False
7,205,4,False,True,1,0,1,0,2401,0.0,3983,2401,False
3,16,1,True,True,1,0,1,0,81,0.0,53,81,False
5,37,3,False,True,1,0,1,0,625,0.0,1802,625,False
4,51,2,False,True,1,0,1,0,256,0.0,100,256,False
4,25,4,False,True,1,0,1,0,256,0.0,427,256,False
15,675,1,True,,,,,,,,,,True
4,6,1,True,True,1,0,4,0,256,0.0,1080,256,False
4,19,1,True,True,1,0,1,0,256,0.0,600,256,False
10,600,1,False,True,1,0,1,0,10000,0.016,23923,10000,False
12,1382,4,True,True,1,0,1,0,20736,0.012,26011,20736,False
13,439,1,False,,,,,,,,,,True
10,600,4,False,True,1,0,1,0,10000,0.016,24433,10000,False
6,129,4,False,True,1,0,1,0,1296,0.0,1830,1296,False
12,691,1,True,True,1,0,1,0,20736,0.028,115504,20736,False
5,50,4,True,True,1,0,1,0,625,0.0,1424,625,False
8,51,2,False,,,,,,,,,,True
9,291,2,True,True,1,0,1,0,6561,0.008,27032,6561,False
15,337,1,False,,,,,,,,,,True
12,1382,1,True,True,1,0,1,0,20736,0.02,25797,20736,False
15,1012,0,True,,,,,,,,,,True
13,1537,4,True,True,1,0,1,0,28561,0.032,62408,28561,False
14,823,1,True,,,,,,,,,,True
10,200,1,True,,,,,,,,,,True
15,2025,2,False,True,1,0,1,0,50625,0.132,187340,50625,False
6,151,1,True,True,1,0,1,0,1296,0.0,1211,1296,False
8,358,0,False,True,1,0,1,0,4096,0.004,5249,4096,False
12,172,2,True,,,,,,,,,,True
8,102,4,False,True,93,25354,36732,668641,5164436,1.464,44117,4096,False
12,1555,2,True,True,1,0,1,0,20736,0.012,12143,20736,False
4,44,2,False,True,1,0,1,0,256,0.0,168,256,False
5,87,3,True,True,1,0,1,0,625,0.0,532,625,False
4,32,2,False,True,1,0,1,0,256,0.0,344,256,False
12,1382,1,False,True,1,0,1,0,20736,0.04,25797,20736,False
15,3037,1,True,True,1,0,1,0,50625,0.056,37587,50625,False
6,86,4,True,True,1,0,1,0,1296,0.0,3369,1296,False
9,437,2,True,True,1,0,1,0,6561,0.0,14007,6561,False
12,691,4,True,True,1,0,1,0,20736,0.036,116644,20736,False
4,32,1,False,True,1,0,1,0,256,0.0,324,256,False
10,200,0,True,,,,,,,,,,True
5,50,0,False,True,1,0,1,0,625,0.0,1335,625,False
13,219,4,True,,,,,,,,,,True
12,1555,0,True,True,1,0,1,0,20736,0.016,12100,20736,False
3,5,1,True,True,1,0,1,0,81,0.0,167,81,False
14,2195,2,False,True,1,0,1,0,38416,0.092,56072,38416,False
12,864,4,False,True,1,0,2,0,20736,0.048,84122,20736,False
8,51,1,False,,,,,,,,,,True
13,1537,0,True,True,1,0,1,0,28561,0.036,62219,28561,False
10,500,4,False,True,1,0,1,0,10000,0.016,33471,10000,False
5,75,1,False,True,1,0,1,0,625,0.0,735,625,False
5,100,4,False,True,1,0,1,0,625,0.0,308,625,False
6,86,0,False,True,1,0,1,0,1296,0.0,3306,1296,False
