N,M,k,smart,sat,restarts,conflicts,decisions,conflict_literals,propagations,cpu_time,clauses,variables,timeout
5,62,0,True,True,1,0,1,0,625,0.0,1009,625,False
3,8,4,False,True,1,0,1,0,81,0.0,112,81,False
6,86,1,True,True,1,0,1,0,1296,0.0,3454,1296,False
14,1372,4,True,True,1,0,1,0,38416,0.06,184265,38416,False
4,51,3,False,True,1,0,1,0,256,0.0,99,256,False
13,1098,3,True,True,1,0,1,0,28561,0.04,127334,28561,False
6,129,2,False,True,1,0,1,0,1296,0.0,1766,1296,False
6,21,1,True,,,,,,,,,,True
12,345,2,True,,,,,,,,,,True
8,256,4,True,True,1,0,1,0,4096,0.004,10961,4096,False
15,1687,4,True,True,1,0,1,0,50625,0.088,259479,50625,False
10,400,3,False,True,1,0,1,0,10000,0.016,45640,10000,False
7,171,3,True,True,1,0,1,0,2401,0.0,5581,2401,False
6,129,0,False,True,1,0,1,0,1296,0.0,1797,1296,False
11,798,0,False,True,1,0,1,0,14641,0.028,38972,14641,False
8,358,4,False,True,1,0,1,0,4096,0.004,5386,4096,False
8,307,0,False,True,1,0,1,0,4096,0.004,7853,4096,False
4,6,3,False,True,1,1,9,6,306,0.0,2012,256,False
7,274,3,True,True,1,0,1,0,2401,0.0,1693,2401,False
5,75,0,True,True,1,0,1,0,625,0.0,717,625,False
8,153,4,True,True,1,0,1,0,4096,0.004,20330,4096,False
9,510,4,False,True,1,0,1,0,6561,0.008,9697,6561,False
13,1098,3,False,True,1,0,1,0,28561,0.068,127334,28561,False
8,204,3,False,True,1,0,1,0,4096,0.004,14770,4096,False
12,864,3,True,True,1,0,2,0,20736,0.016,84622,20736,False
8,153,2,False,True,1,0,1,0,4096,0.008,20659,4096,False
8,256,3,True,True,1,0,1,0,4096,0.004,10769,4096,False
5,87,2,False,True,1,0,1,0,625,0.0,524,625,False
6,129,0,True,True,1,0,1,0,1296,0.0,1797,1296,False
11,798,3,False,True,1,0,1,0,14641,0.028,39323,14641,False
15,337,4,True,,,,,,,,,,True
12,1036,1,True,True,1,0,1,0,20736,0.024,61303,20736,False
14,274,1,False,,,,,,,,,,True
9,291,3,True,True,1,0,1,0,6561,0.004,26729,6561,False
3,18,0,True,True,1,0,1,0,81,0.0,47,81,False
15,1012,2,False,,,,,,,,,,True
6,86,3,True,True,1,0,1,0,1296,0.0,3349,1296,False
4,57,0,True,True,1,0,1,0,256,0.0,49,256,False
4,12,2,True,True,1,0,3,0,256,0.0,848,256,False
13,659,1,False,,,,,,,,,,True
8,153,1,False,True,1,0,1,0,4096,0.004,20449,4096,False
10,700,1,False,True,1,0,1,0,10000,0.016,16577,10000,False
10,100,1,False,,,,,,,,,,True
11,532,2,True,True,1,0,1,0,14641,0.02,74184,14641,False
5,87,4,False,True,1,0,1,0,625,0.0,496,625,False
14,2195,0,True,True,1,0,1,0,38416,0.052,56181,38416,False
10,800,1,False,True,1,0,1,0,10000,0.016,10129,10000,False
10,100,0,False,,,,,,,,,,True
5,50,3,True,True,1,0,1,0,625,0.0,1265,625,False
7,274,0,True,True,1,0,1,0,2401,0.0,1751,2401,False
13,1098,2,True,True,1,0,1,0,28561,0.04,127507,28561,False
4,38,2,False,True,1,0,1,0,256,0.0,251,256,False
6,194,2,False,True,1,0,1,0,1296,0.0,382,1296,False
15,3037,4,False,True,1,0,1,0,50625,0.092,37457,50625,False
10,900,2,False,True,1,0,1,0,10000,0.012,4829,10000,False
14,823,0,False,,,,,,,,,,True
14,1372,1,True,True,1,0,1,0,38416,0.052,185780,38416,False
3,10,2,True,True,1,0,1,0,81,0.0,102,81,False
14,823,0,True,,,,,,,,,,True
4,57,2,False,True,1,0,1,0,256,0.0,52,256,False
8,409,1,False,True,1,0,1,0,4096,0.004,3342,4096,False
12,1382,4,False,True,1,0,1,0,20736,0.044,26011,20736,False
11,931,0,False,True,1,0,1,0,14641,0.02,27013,14641,False
7,102,4,True,True,1,0,1,0,2401,0.0,10614,2401,False
12,1555,1,False,True,1,0,1,0,20736,0.036,12275,20736,False
5,75,2,False,True,1,0,1,0,625,0.0,758,625,False
12,1036,3,True,True,1,0,1,0,20736,0.028,60572,20736,False
13,1977,1,True,True,1,0,1,0,28561,0.032,18329,28561,False
9,583,0,False,True,1,0,1,0,6561,0.008,6058,6561,False
5,112,1,False,True,1,0,1,0,625,0.0,147,625,False
6,43,1,False,True,1,3,25,5,1671,0.0,9602,1296,False
13,1977,0,True,True,1,0,1,0,28561,0.024,18223,28561,False
15,675,4,False,,,,,,,,,,True
6,64,4,False,True,1,0,1,0,1296,0.0,4988,1296,False
4,32,0,True,True,1,0,1,0,256,0.0,322,256,False
7,171,2,True,True,1,0,1,0,2401,0.0,5376,2401,False
6,108,2,True,True,1,0,1,0,1296,0.0,2458,1296,False
5,62,1,False,True,1,0,1,0,625,0.0,977,625,False
6,86,3,False,True,1,0,1,0,1296,0.0,3349,1296,False
14,1920,4,True,True,1,0,1,0,38416,0.048,90541,38416,False
4,32,3,False,True,1,0,1,0,256,0.0,303,256,False
15,1350,1,False,True,1,0,1,0,50625,0.144,364235,50625,False
10,400,1,True,True,1,0,1,0,10000,0.012,46391,10000,False
14,823,3,False,,,,,,,,,,True
15,2700,3,False,True,1,0,1,0,50625,0.108,79769,50625,False
8,153,2,True,True,1,0,1,0,4096,0.004,20659,4096,False
9,72,3,False,,,,,,,,,,True
3,10,0,True,True,1,0,1,0,81,0.0,114,81,False
5,75,2,True,True,1,0,1,0,625,0.0,758,625,False
5,25,3,False,True,1,0,1,0,625,0.0,2654,625,False
9,364,4,False,True,1,0,1,0,6561,0.012,19943,6561,False
12,1036,1,False,True,1,0,1,0,20736,0.048,61303,20736,False
14,2469,4,True,True,1,0,1,0,38416,0.04,26611,38416,False
8,102,0,True,True,63,18047,28675,499675,3645762,0.74,29583,4096,False
7,308,0,False,True,1,0,1,0,2401,0.0,807,2401,False
4,38,3,True,True,1,0,1,0,256,0.0,238,256,False
15,2362,2,False,True,1,0,1,0,50625,0.112,128123,50625,False
6,194,3,False,True,1,0,1,0,1296,0.0,367,1296,False
14,274,4,True,,,,,,,,,,True
8,460,4,False,True,1,0,1,0,4096,0.004,1607,4096,False
12,172,2,False,,,,,,,,,,True
13,1318,2,True,True,1,0,1,0,28561,0.036,89760,28561,False
12,691,4,False,True,1,0,1,0,20736,0.048,116644,20736,False
4,32,2,True,True,1,0,1,0,256,0.0,344,256,False
7,308,4,False,True,1,0,1,0,2401,0.0,798,2401,False
5,75,1,True,True,1,0,1,0,625,0.0,735,625,False
7,137,0,True,True,1,0,1,0,2401,0.0,7557,2401,False
10,500,3,True,True,1,0,1,0,10000,0.008,33635,10000,False
9,72,1,True,,,,,,,,,,True
3,8,3,True,True,1,0,1,0,81,0.0,143,81,False
7,137,1,True,True,1,0,1,0,2401,0.0,7484,2401,False
11,1197,3,True,True,1,0,1,0,14641,0.012,7926,14641,False
6,108,3,False,True,1,0,1,0,1296,0.0,2515,1296,False
7,308,1,True,True,1,0,1,0,2401,0.0,806,2401,False
10,800,0,True,True,1,0,1,0,10000,0.008,10254,10000,False
6,172,1,True,True,1,0,1,0,1296,0.0,791,1296,False
5,62,3,True,True,1,0,1,0,625,0.0,980,625,False
13,1318,2,False,True,1,0,1,0,28561,0.064,89760,28561,False
6,64,3,True,True,1,0,1,0,1296,0.0,4616,1296,False
14,2195,0,False,True,1,0,1,0,38416,0.096,56181,38416,False
12,864,3,False,True,1,0,2,0,20736,0.044,84662,20736,False
3,10,1,False,True,1,0,1,0,81,0.0,111,81,False
14,274,1,True,,,,,,,,,,True
7,102,2,True,True,1,0,1,0,2401,0.0,10237,2401,False
8,256,1,True,True,1,0,1,0,4096,0.004,10620,4096,False
8,153,3,False,True,1,0,1,0,4096,0.004,20529,4096,False
14,1372,0,True,True,1,0,1,0,38416,0.06,183571,38416,False
15,2700,3,True,True,1,0,1,0,50625,0.056,79769,50625,False
8,204,1,True,True,1,0,1,0,4096,0.004,15049,4096,False
6,172,4,False,True,1,0,1,0,1296,0.0,786,1296,False
15,1350,0,True,True,1,0,1,0,50625,0.096,362107,50625,False
13,1977,4,False,True,1,0,1,0,28561,0.052,18300,28561,False
4,12,0,False,True,1,0,1,0,256,0.0,850,256,False
11,665,1,False,True,1,0,1,0,14641,0.024,54667,14641,False
14,2469,2,False,True,1,0,1,0,38416,0.072,26539,38416,False
5,50,3,False,True,1,0,1,0,625,0.0,1265,625,False
4,12,4,True,True,1,0,2,0,256,0.0,833,256,False
8,153,1,True,True,1,0,1,0,4096,0.004,20449,4096,False
8,51,2,True,,,,,,,,,,True
7,274,4,True,True,1,0,1,0,2401,0.0,1686,2401,False
13,1318,0,False,True,1,0,1,0,28561,0.064,90473,28561,False
14,1920,0,True,True,1,0,1,0,38416,0.048,90224,38416,False
8,51,3,False,,,,,,,,,,True
15,2700,0,True,True,1,0,1,0,50625,0.068,79220,50625,False
4,19,4,True,True,1,0,1,0,256,0.0,573,256,False
14,1372,0,False,True,1,0,1,0,38416,0.108,183571,38416,False
14,548,1,True,,,,,,,,,,True
10,100,3,True,,,,,,,,,,True
7,171,0,True,True,1,0,1,0,2401,0.0,5519,2401,False
11,931,1,True,True,1,0,1,0,14641,0.016,27037,14641,False
14,1646,1,False,True,1,0,1,0,38416,0.092,132489,38416,False
15,337,0,False,,,,,,,,,,True
14,2469,3,True,True,1,0,1,0,38416,0.036,26333,38416,False
11,266,3,True,,,,,,,,,,True
7,102,3,True,True,1,0,1,0,2401,0.0,10545,2401,False
4,57,1,True,True,1,0,1,0,256,0.0,51,256,False
7,68,3,False,True,2,151,300,1464,24160,0.004,22834,2401,False
6,172,0,True,True,1,0,1,0,1296,0.0,807,1296,False
12,345,3,False,,,,,,,,,,True
4,57,4,False,True,1,0,1,0,256,0.0,51,256,False
13,1537,1,True,True,1,0,1,0,28561,0.036,61810,28561,False
8,460,3,True,True,1,0,1,0,4096,0.0,1569,4096,False
13,1098,2,False,True,1,0,1,0,28561,0.072,127507,28561,False
10,300,2,False,True,1,4,18,6,10324,0.024,82451,10000,False
6,64,2,True,True,1,0,1,0,1296,0.0,4753,1296,False
10,300,2,True,True,1,4,18,6,10324,0.012,66004,10000,False
7,308,2,True,True,1,0,1,0,2401,0.0,799,2401,False
6,194,0,True,True,1,0,1,0,1296,0.0,362,1296,False
12,1209,1,False,True,1,0,1,0,20736,0.04,41341,20736,False
6,151,2,True,True,1,0,1,0,1296,0.0,1312,1296,False
11,532,1,True,True,1,0,1,0,14641,0.02,75629,14641,False
9,656,4,True,True,1,0,1,0,6561,0.004,2810,6561,False
11,133,1,False,,,,,,,,,,True
7,171,2,False,True,1,0,1,0,2401,0.0,5376,2401,False
11,532,2,False,True,1,0,1,0,14641,0.028,74184,14641,False
8,358,1,True,True,1,0,1,0,4096,0.0,5287,4096,False
6,129,1,False,True,1,0,1,0,1296,0.0,1823,1296,False
6,86,2,True,True,1,0,1,0,1296,0.0,3307,1296,False
14,548,4,True,,,,,,,,,,True
6,86,1,False,True,1,0,1,0,1296,0.0,3454,1296,False
5,100,2,True,True,1,0,1,0,625,0.0,296,625,False
5,50,0,True,True,1,0,1,0,625,0.0,1335,625,False
6,151,0,True,True,1,0,1,0,1296,0.0,1338,1296,False
12,691,3,True,True,1,0,1,0,20736,0.032,116347,20736,False
11,931,1,False,True,1,0,1,0,14641,0.024,27037,14641,False
9,218,3,True,True,1,0,1,0,6561,0.008,38268,6561,False
4,25,2,False,True,1,0,1,0,256,0.0,408,256,False
3,18,3,True,True,1,0,1,0,81,0.0,43,81,False
3,24,3,False,True,1,0,1,0,81,0.0,12,81,False
15,2362,3,False,True,1,0,1,0,50625,0.132,127795,50625,False
7,171,1,False,True,1,0,1,0,2401,0.004,5451,2401,False
3,18,1,True,True,1,0,1,0,81,0.0,44,81,False
12,172,0,False,,,,,,,,,,True
9,218,1,True,True,1,0,1,0,6561,0.008,37842,6561,False
14,1097,1,True,True,1,0,1,0,38416,0.072,253914,38416,False
11,133,1,True,,,,,,,,,,True
5,12,4,True,True,1,11,32,171,1457,0.0,3758,625,False
11,1064,0,False,True,1,0,1,0,14641,0.024,16762,14641,False
12,1209,4,True,True,1,0,1,0,20736,0.012,41261,20736,False
11,931,3,True,True,1,0,1,0,14641,0.016,26943,14641,False
15,1687,3,True,True,1,0,1,0,50625,0.076,261049,50625,False
3,5,1,False,True,1,0,1,0,81,0.0,167,81,False
12,864,4,True,True,1,0,2,0,20736,0.028,84082,20736,False
4,57,0,False,True,1,0,1,0,256,0.0,49,256,False
11,1064,2,False,True,1,0,1,0,14641,0.02,16539,14641,False
11,1064,1,False,True,1,0,1,0,14641,0.024,16641,14641,False
15,2025,0,False,True,1,0,1,0,50625,0.136,188675,50625,False
11,399,3,True,True,2,165,435,2058,37272,0.024,107154,14641,False
3,13,3,False,True,1,0,1,0,81,0.0,90,81,False
4,57,3,True,True,1,0,1,0,256,0.0,53,256,False
5,75,4,True,True,1,0,1,0,625,0.0,732,625,False
15,1350,2,False,True,1,0,1,0,50625,0.156,354197,50625,False
11,1197,4,False,True,1,0,1,0,14641,0.024,7970,14641,False
6,108,2,False,True,1,0,1,0,1296,0.0,2458,1296,False
6,172,1,False,True,1,0,1,0,1296,0.0,791,1296,False
9,218,4,True,True,1,0,1,0,6561,0.008,38221,6561,False
14,548,3,False,,,,,,,,,,True
5,12,1,True,True,1,45,95,911,5580,0.0,3804,625,False
7,137,0,False,True,1,0,1,0,2401,0.004,7557,2401,False
9,72,2,True,,,,,,,,,,True
3,2,4,False,True,1,0,4,0,81,0.0,508,81,False
8,307,0,True,True,1,0,1,0,4096,0.004,7853,4096,False
5,62,3,False,True,1,0,1,0,625,0.0,980,625,False
6,21,1,False,,,,,,,,,,True
10,200,1,False,,,,,,,,,,True
10,400,2,False,True,1,0,1,0,10000,0.012,46284,10000,False
4,25,1,False,True,1,0,1,0,256,0.0,457,256,False
4,19,0,False,True,1,0,2,0,256,0.0,645,256,False
14,1097,4,True,True,1,0,1,0,38416,0.068,251029,38416,False
3,10,2,False,True,1,0,1,0,81,0.0,102,81,False
14,274,4,False,,,,,,,,,,True
10,200,4,False,,,,,,,,,,True
12,1209,2,True,True,1,0,1,0,20736,0.024,41124,20736,False
9,218,0,False,True,1,4,13,6,7170,0.012,46351,6561,False
7,137,1,False,True,1,0,1,0,2401,0.004,7484,2401,False
4,32,1,True,True,1,0,1,0,256,0.0,324,256,False
13,1537,2,False,True,1,0,1,0,28561,0.056,62111,28561,False
8,409,0,False,True,1,0,1,0,4096,0.004,3480,4096,False
3,21,2,False,True,1,0,1,0,81,0.0,26,81,False
12,345,3,True,,,,,,,,,,True
13,1318,4,False,True,1,0,1,0,28561,0.076,90714,28561,False
6,194,0,False,True,1,0,1,0,1296,0.0,362,1296,False
4,6,0,True,True,1,0,10,0,256,0.0,1178,256,False
13,659,1,True,,,,,,,,,,True
11,1197,3,False,True,1,0,1,0,14641,0.02,7926,14641,False
15,2362,1,False,True,1,0,1,0,50625,0.12,127586,50625,False
9,510,2,False,True,1,0,1,0,6561,0.008,9832,6561,False
11,665,2,False,True,1,0,1,0,14641,0.024,53988,14641,False
11,1064,1,True,True,1,0,1,0,14641,0.008,16641,14641,False
7,34,0,False,,,,,,,,,,True
9,583,4,False,True,1,0,1,0,6561,0.008,6041,6561,False
4,57,2,True,True,1,0,1,0,256,0.0,52,256,False
10,100,0,True,,,,,,,,,,True
3,13,4,False,True,1,0,1,0,81,0.0,84,81,False
15,3037,1,False,True,1,0,1,0,50625,0.108,37587,50625,False
12,864,1,True,True,1,0,1,0,20736,0.024,84474,20736,False
11,399,4,False,True,1,85,293,922,29995,0.036,137952,14641,False
12,172,3,True,,,,,,,,,,True
6,21,2,False,True,124,33281,57279,1622902,4448843,1.3,17101,1296,False
10,200,2,False,,,,,,,,,,True
10,400,0,False,True,1,0,1,0,10000,0.02,46199,10000,False
10,600,3,False,True,1,0,1,0,10000,0.016,23885,10000,False
8,102,1,True,True,31,6555,11444,152310,1154590,0.152,29595,4096,False
7,137,2,False,True,1,0,1,0,2401,0.004,7294,2401,False
14,823,3,True,,,,,,,,,,True
12,1382,2,True,True,1,0,1,0,20736,0.024,25870,20736,False
11,798,0,True,True,1,0,1,0,14641,0.016,38972,14641,False
13,1318,3,True,True,1,0,1,0,28561,0.032,90604,28561,False
14,1920,2,False,True,1,0,1,0,38416,0.084,90427,38416,False
3,18,2,False,True,1,0,1,0,81,0.0,40,81,False
4,6,4,False,True,1,0,4,0,256,0.0,1981,256,False
12,1555,3,False,True,1,0,1,0,20736,0.036,12128,20736,False
8,102,0,False,True,63,18187,28816,504860,3672703,0.752,44430,4096,False
6,43,2,True,True,1,2,12,2,1455,0.0,6746,1296,False
9,510,2,True,True,1,0,1,0,6561,0.004,9832,6561,False
12,1555,4,False,True,1,0,1,0,20736,0.036,12229,20736,False
12,345,1,True,,,,,,,,,,True
14,1920,1,True,True,1,0,1,0,38416,0.044,89877,38416,False
8,256,0,False,True,1,0,1,0,4096,0.004,11043,4096,False
6,194,1,True,True,1,0,1,0,1296,0.0,378,1296,False
3,13,1,True,True,1,0,1,0,81,0.0,74,81,False
4,38,1,True,True,1,0,1,0,256,0.0,217,256,False
15,1687,3,False,True,1,0,1,0,50625,0.136,261049,50625,False
5,37,2,True,True,1,0,1,0,625,0.0,1815,625,False
6,172,2,True,True,1,0,1,0,1296,0.0,821,1296,False
3,24,1,True,True,1,0,1,0,81,0.0,12,81,False
15,675,2,False,,,,,,,,,,True
7,308,2,False,True,1,0,1,0,2401,0.0,799,2401,False
15,675,0,True,,,,,,,,,,True
12,1382,2,False,True,1,0,1,0,20736,0.04,25870,20736,False
12,345,2,False,,,,,,,,,,True
8,460,4,True,True,1,0,1,0,4096,0.0,1607,4096,False
8,460,2,False,True,1,0,1,0,4096,0.004,1602,4096,False
8,102,3,True,True,254,83732,123092,2764632,18359251,3.88,30150,4096,False
10,600,2,True,True,1,0,1,0,10000,0.008,23923,10000,False
12,691,0,True,True,1,0,1,0,20736,0.02,115421,20736,False
10,500,4,True,True,1,0,1,0,10000,0.012,33471,10000,False
12,345,4,False,,,,,,,,,,True
11,665,0,True,True,1,0,1,0,14641,0.012,53795,14641,False
10,900,3,True,True,1,0,1,0,10000,0.004,4817,10000,False
13,1537,4,False,True,1,0,1,0,28561,0.064,62408,28561,False
5,62,4,True,True,1,0,1,0,625,0.0,998,625,False
7,308,3,False,True,1,0,1,0,2401,0.0,806,2401,False
8,460,0,False,True,1,0,1,0,4096,0.004,1561,4096,False
15,2025,4,True,True,1,0,1,0,50625,0.068,187491,50625,False
8,51,4,True,,,,,,,,,,True
10,300,4,False,True,1,2,5,3,10249,0.02,78052,10000,False
6,129,4,True,True,1,0,1,0,1296,0.0,1830,1296,False
14,1646,4,False,True,1,0,1,0,38416,0.084,130367,38416,False
11,1064,4,True,True,1,0,1,0,14641,0.012,16766,14641,False
5,100,3,False,True,1,0,1,0,625,0.0,299,625,False
11,532,4,True,True,1,0,1,0,14641,0.016,74070,14641,False
14,1372,3,False,True,1,0,2,0,38416,0.108,185896,38416,False
14,1097,2,False,True,1,0,1,0,38416,0.112,254835,38416,False
9,364,2,False,True,1,0,1,0,6561,0.008,19984,6561,False
15,2700,1,True,True,1,0,1,0,50625,0.052,79535,50625,False
14,274,0,False,,,,,,,,,,True
14,274,3,False,,,,,,,,,,True
10,300,1,True,True,1,0,1,0,10000,0.016,66147,10000,False
6,194,4,True,True,1,0,1,0,1296,0.0,374,1296,False
4,12,3,False,True,1,0,4,0,256,0.0,1118,256,False
9,437,1,False,True,1,0,1,0,6561,0.008,14394,6561,False
13,1757,2,True,True,1,0,1,0,28561,0.036,39161,28561,False
7,240,1,False,True,1,0,1,0,2401,0.0,2613,2401,False
4,12,1,True,True,1,0,2,0,256,0.0,825,256,False
11,532,0,False,True,1,0,1,0,14641,0.036,74303,14641,False
9,510,1,False,True,1,0,1,0,6561,0.008,9962,6561,False
10,700,4,True,True,1,0,1,0,10000,0.004,16515,10000,False
6,43,0,True,True,1,0,3,0,1296,0.0,6815,1296,False
5,112,2,False,True,1,0,1,0,625,0.0,150,625,False
14,1646,2,False,True,1,0,1,0,38416,0.092,132753,38416,False
13,439,4,False,,,,,,,,,,True
6,108,4,True,True,1,0,1,0,1296,0.0,2517,1296,False
6,194,4,False,True,1,0,1,0,1296,0.0,374,1296,False
9,145,2,True,,,,,,,,,,True
6,43,3,False,True,1,0,15,0,1296,0.0,9621,1296,False
14,2469,2,True,True,1,0,1,0,38416,0.04,26539,38416,False
15,1350,4,False,True,1,0,1,0,50625,0.148,363550,50625,False
15,1012,4,False,,,,,,,,,,True
4,44,2,True,True,1,0,1,0,256,0.0,168,256,False
10,500,2,False,True,1,0,1,0,10000,0.02,33690,10000,False
4,51,4,True,True,1,0,1,0,256,0.0,96,256,False
7,274,4,False,True,1,0,1,0,2401,0.0,1686,2401,False
5,25,4,True,True,1,0,1,0,625,0.0,2475,625,False
15,1012,3,True,,,,,,,,,,True
6,108,3,True,True,1,0,1,0,1296,0.0,2515,1296,False
15,337,4,False,,,,,,,,,,True
15,337,1,True,,,,,,,,,,True
14,1920,1,False,True,1,0,1,0,38416,0.088,89877,38416,False
8,102,3,False,,,,,,,,,,True
15,1687,2,False,True,1,0,1,0,50625,0.144,260078,50625,False
4,51,1,True,True,1,0,1,0,256,0.0,98,256,False
13,1757,3,True,True,1,0,1,0,28561,0.028,38286,28561,False
10,600,0,False,True,1,0,1,0,10000,0.012,24400,10000,False
11,1064,3,True,True,1,0,1,0,14641,0.012,16687,14641,False
9,291,0,False,True,1,0,1,0,6561,0.012,26638,6561,False
7,137,4,False,True,1,0,1,0,2401,0.004,7468,2401,False
7,137,2,True,True,1,0,1,0,2401,0.0,7294,2401,False
15,1350,3,True,True,1,0,1,0,50625,0.096,365098,50625,False
14,823,4,False,,,,,,,,,,True
12,1036,2,False,True,1,0,1,0,20736,0.048,61751,20736,False
11,1197,0,True,True,1,0,1,0,14641,0.012,7872,14641,False
4,19,0,True,True,1,0,2,0,256,0.0,605,256,False
4,25,1,True,True,1,0,1,0,256,0.0,457,256,False
7,240,0,True,True,1,0,1,0,2401,0.0,2690,2401,False
15,675,2,True,,,,,,,,,,True
4,51,0,False,True,1,0,1,0,256,0.0,110,256,False
3,24,4,True,True,1,0,1,0,81,0.0,12,81,False
14,2195,3,False,True,1,0,1,0,38416,0.076,55823,38416,False
3,18,3,False,True,1,0,1,0,81,0.0,43,81,False
11,1064,3,False,True,1,0,1,0,14641,0.024,16687,14641,False
13,1098,4,True,True,1,0,1,0,28561,0.036,125729,28561,False
10,200,0,False,,,,,,,,,,True
11,931,2,True,True,1,0,1,0,14641,0.016,26743,14641,False
3,2,1,False,True,1,0,3,0,81,0.0,532,81,False
8,102,1,False,True,31,6555,11445,152310,1154590,0.164,44300,4096,False
15,3037,4,True,True,1,0,1,0,50625,0.056,37457,50625,False
10,100,1,True,,,,,,,,,,True
15,3037,0,False,True,1,0,1,0,50625,0.096,37654,50625,False
3,8,0,False,True,1,0,1,0,81,0.0,124,81,False
12,172,4,False,,,,,,,,,,True
4,44,0,True,True,1,0,1,0,256,0.0,178,256,False
5,62,0,False,True,1,0,1,0,625,0.0,1009,625,False
14,2195,4,True,True,1,0,1,0,38416,0.048,56166,38416,False
4,6,3,True,True,1,1,9,6,306,0.0,1172,256,False
3,18,4,True,True,1,0,1,0,81,0.0,42,81,False
11,798,2,True,True,1,0,1,0,14641,0.012,38852,14641,False
11,133,0,True,,,,,,,,,,True
12,864,1,False,True,1,0,1,0,20736,0.048,84474,20736,False
4,19,2,True,True,1,0,1,0,256,0.0,572,256,False
3,13,2,False,True,1,0,1,0,81,0.0,77,81,False
8,51,1,True,,,,,,,,,,True
7,34,1,True,,,,,,,,,,True
15,1012,1,True,,,,,,,,,,True
5,25,0,True,True,1,0,1,0,625,0.0,2369,625,False
9,291,4,False,True,1,0,1,0,6561,0.012,26755,6561,False
13,1757,4,False,True,1,0,1,0,28561,0.064,38797,28561,False
6,194,3,True,True,1,0,1,0,1296,0.0,367,1296,False
13,439,2,False,,,,,,,,,,True
13,219,2,True,,,,,,,,,,True
9,656,0,False,True,1,0,1,0,6561,0.008,2799,6561,False
7,34,3,True,,,,,,,,,,True
12,518,3,True,True,53,12146,24795,312614,2339464,0.32,165192,20736,False
11,133,0,False,,,,,,,,,,True
9,583,4,True,True,1,0,1,0,6561,0.004,6041,6561,False
8,256,4,False,True,1,0,1,0,4096,0.004,10961,4096,False
5,12,1,False,True,1,45,95,911,5580,0.0,6818,625,False
10,600,4,True,True,1,0,1,0,10000,0.008,24433,10000,False
7,240,1,True,True,1,0,1,0,2401,0.0,2613,2401,False
5,12,0,True,True,1,47,81,971,3916,0.0,3758,625,False
4,44,1,False,True,1,0,1,0,256,0.0,166,256,False
3,5,3,True,True,1,0,1,0,81,0.0,180,81,False
11,266,1,True,,,,,,,,,,True
13,878,0,False,True,1,0,1,0,28561,0.08,172109,28561,False
3,10,3,True,True,1,0,1,0,81,0.0,101,81,False
10,900,1,False,True,1,0,1,0,10000,0.016,4843,10000,False
13,1098,4,False,True,1,0,1,0,28561,0.076,125729,28561,False
11,798,4,True,True,1,0,1,0,14641,0.016,39356,14641,False
8,358,2,True,True,1,0,1,0,4096,0.004,5260,4096,False
12,172,1,False,,,,,,,,,,True
8,358,4,True,True,1,0,1,0,4096,0.004,5386,4096,False
4,44,0,False,True,1,0,1,0,256,0.0,178,256,False
11,665,3,True,True,1,0,1,0,14641,0.016,54410,14641,False
13,1537,2,True,True,1,0,1,0,28561,0.036,62111,28561,False
15,675,3,True,,,,,,,,,,True
14,2469,1,False,True,1,0,1,0,38416,0.08,26393,38416,False
5,62,2,False,True,1,0,1,0,625,0.0,1018,625,False
13,659,3,True,True,126,35743,69085,1257779,7740652,1.448,247048,28561,False
9,510,4,True,True,1,0,1,0,6561,0.004,9697,6561,False
14,274,3,True,,,,,,,,,,True
4,6,2,False,True,1,2,10,10,376,0.0,2077,256,False
5,37,0,False,True,1,0,1,0,625,0.0,1911,625,False
14,2195,3,True,True,1,0,1,0,38416,0.048,55823,38416,False
15,2700,2,False,True,1,0,1,0,50625,0.12,79154,50625,False
4,19,4,False,True,1,0,1,0,256,0.0,573,256,False
4,51,4,False,True,1,0,1,0,256,0.0,96,256,False
6,172,2,False,True,1,0,1,0,1296,0.0,821,1296,False
12,1036,3,False,True,1,0,1,0,20736,0.048,60572,20736,False
13,878,2,False,True,1,0,1,0,28561,0.076,174882,28561,False
10,900,3,False,True,1,0,1,0,10000,0.016,4817,10000,False
8,307,1,False,True,1,0,1,0,4096,0.004,7816,4096,False
3,13,3,True,True,1,0,1,0,81,0.0,90,81,False
9,583,0,True,True,1,0,1,0,6561,0.004,6058,6561,False
12,345,0,True,,,,,,,,,,True
7,102,1,True,True,1,0,1,0,2401,0.0,10498,2401,False
3,16,3,True,True,1,0,1,0,81,0.0,57,81,False
11,665,4,True,True,1,0,1,0,14641,0.012,54318,14641,False
13,1537,1,False,True,1,0,1,0,28561,0.056,61810,28561,False
12,1036,0,True,True,1,0,1,0,20736,0.016,60134,20736,False
8,307,4,False,True,1,0,1,0,4096,0.004,7760,4096,False
11,133,3,True,,,,,,,,,,True
5,62,2,True,True,1,0,1,0,625,0.0,1018,625,False
8,307,4,True,True,1,0,1,0,4096,0.0,7760,4096,False
10,400,0,True,True,1,0,1,0,10000,0.008,46199,10000,False
9,437,0,False,True,1,0,1,0,6561,0.008,14260,6561,False
9,656,3,True,True,1,0,1,0,6561,0.004,2856,6561,False
9,291,3,False,True,1,0,1,0,6561,0.012,26729,6561,False
11,266,2,False,,,,,,,,,,True
14,274,2,True,,,,,,,,,,True
12,345,1,False,,,,,,,,,,True
