N,M,k,smart,sat,restarts,conflicts,decisions,conflict_literals,propagations,cpu_time,clauses,variables,timeout
9,145,0,True,,,,,,,,,,True
9,72,0,False,,,,,,,,,,True
10,200,0,True,,,,,,,,,,True
10,100,0,False,,,,,,,,,,True
10,100,0,True,,,,,,,,,,True
10,200,0,False,,,,,,,,,,True
9,72,0,True,,,,,,,,,,True
9,145,0,False,,,,,,,,,,True
